year,cantons,costs_chf,cost_status_label,canton_code,canton_label,population,population_share_66_plus,premium_mean_monthly,premium_median_monthly,insurer_product_count,cost_per_capita,annual_premium_median,annual_premium_mean,premium_to_cost_ratio,cost_status_group,z_cost_per_capita,z_age_66_share,z_premium_median,belastungsindex,belastungsindex_rank_within_year,premium_cost_gap_z
2016,Aargau,5517190000.0,,AG,Aargau,663462,0.1601267291872029,397.75638297872337,392.0,47,8315.758852805437,4704.0,4773.07659574468,0.565672969029524,,-0.5055549407858656,-0.9107335768376054,-0.325922694307873,-0.5822004699818895,18.0,0.17963224647799259
2016,Appenzell Innerrhoden,118807000.0,,AI,Appenzell Innerrhoden,16003,0.1743423108167218,329.5906976744186,333.0,43,7424.04549147035,3996.0,3955.0883720930233,0.538251012145749,,-1.3329737068939602,-0.05096542894088008,-1.2789184780930083,-0.9348574163077982,25.0,0.05405522880095193
2016,Appenzell Ausserrhoden,486617000.0,,AR,Appenzell Ausserrhoden,54954,0.1779488299304873,364.57906976744187,363.7,43,8854.98780798486,4364.4,4374.948837209302,0.4928747610543815,,-0.0052056401133872615,0.16715932596591154,-0.7830376211065059,-0.14795414553787728,13.0,-0.7778319809931186
2016,Bern,10089827000.0,,BE,Bern,1026464,0.1916910870717336,461.9949275362319,457.45,138,9829.69397855161,5489.4,5543.939130434783,0.5584507525847568,,0.8992219617796651,0.9983004834768707,0.7312565268571625,0.8869541595582011,5.0,-0.1679654349225026
2016,Basel-Landschaft,2848719000.0,,BL,Basel-Landschaft,285624,0.2028085875136543,451.42151162790697,448.0,86,9973.66817914461,5376.0,5417.058139534884,0.5390193360594709,,1.0328152896038671,1.670694551711324,0.5786156767424249,1.1106291650207436,2.0,-0.4541996128614423
2016,Basel-Stadt,2341791000.0,,BS,Basel-Stadt,193070,0.1911431087170456,568.1651162790697,558.5,43,12129.232920702336,6702.0,6817.9813953488365,0.5525493692648064,,3.032958829065294,0.965158375937684,2.363463712475602,2.245244913979588,1.0,-0.6694951165896921
2016,Fribourg,2524787000.0,,FR,Fribourg,311963,0.1426355048515369,423.48511904761904,415.0,84,8093.225799213368,4980.0,5081.821428571428,0.6153294277893541,,-0.7120428466592692,-1.968614847083641,0.04558413665921359,-0.8996077009569601,24.0,0.7576269833184828
2016,Genève,4848628000.0,,GE,Genève,489524,0.1564090831093061,573.01125,564.3,40,9904.780970902346,6771.599999999999,6876.135,0.6836698378180384,,0.9688950083611299,-1.1355793669171084,2.4571480437629534,0.7096159546281143,7.0,1.4882530354018235
2016,Glarus,379121000.0,,GL,Glarus,40147,0.1820061274815054,376.2633333333333,368.0,45,9443.320796074426,4416.0,4515.16,0.467632106899908,,0.5407071791550324,0.41254747059596775,-0.7135819961865721,0.18868697275191187,9.0,-1.2542891753416046
2016,Graubünden,1769155000.0,,GR,Graubünden,197550,0.1928524424196405,366.1021276595745,364.4,141,8955.479625411288,4372.799999999999,4393.2255319148935,0.48828205555759663,,0.08804048491320529,1.0685400531647178,-0.7717308914683774,0.16724751129326337,11.0,-0.8597713763815826
