year,canton_label,cantons,age_label,age,cost_raw,mult,cost_status_label,cost_status,costs_chf
2018,20,Thurgau,Y21T25,21-25 years,82.124,6,,,82124000.0
2019,20,Thurgau,Y21T25,21-25 years,83.172,6,,,83172000.0
2020,20,Thurgau,Y21T25,21-25 years,83.69,6,,,83690000.0
2021,20,Thurgau,Y21T25,21-25 years,92.346,6,,,92346000.0
2022,20,Thurgau,Y21T25,21-25 years,87.494,6,,,87494000.0
2023,20,Thurgau,Y21T25,21-25 years,86.414,6,,,86414000.0
2024,20,Thurgau,Y21T25,21-25 years,86.111,6,,,86111000.0
2011,21,Ticino,Y21T25,21-25 years,54.363,6,,,54363000.0
2012,21,Ticino,Y21T25,21-25 years,56.019,6,,,56019000.0
2013,21,Ticino,Y21T25,21-25 years,57.689,6,,,57689000.0
2014,21,Ticino,Y21T25,21-25 years,60.503,6,,,60503000.0
2015,21,Ticino,Y21T25,21-25 years,63.173,6,,,63173000.0
2016,21,Ticino,Y21T25,21-25 years,64.388,6,,,64388000.00000001
2017,21,Ticino,Y21T25,21-25 years,69.834,6,,,69834000.0
2018,21,Ticino,Y21T25,21-25 years,72.594,6,,,72594000.0
2019,21,Ticino,Y21T25,21-25 years,74.765,6,,,74765000.0
2020,21,Ticino,Y21T25,21-25 years,76.463,6,,,76463000.0
2021,21,Ticino,Y21T25,21-25 years,88.581,6,,,88581000.0
2022,21,Ticino,Y21T25,21-25 years,104.724,6,,,104724000.0
2023,21,Ticino,Y21T25,21-25 years,104.377,6,,,104377000.0
2024,21,Ticino,Y21T25,21-25 years,107.78,6,,,107780000.0
2011,22,Vaud,Y21T25,21-25 years,173.366,6,,,173366000.0
2012,22,Vaud,Y21T25,21-25 years,179.918,6,,,179918000.0
2013,22,Vaud,Y21T25,21-25 years,185.574,6,,,185574000.0
2014,22,Vaud,Y21T25,21-25 years,191.244,6,,,191244000.0
2015,22,Vaud,Y21T25,21-25 years,189.714,6,,,189714000.0
2016,22,Vaud,Y21T25,21-25 years,195.54,6,,,195540000.0
2017,22,Vaud,Y21T25,21-25 years,201.563,6,,,201563000.0
2018,22,Vaud,Y21T25,21-25 years,202.643,6,,,202643000.0
2019,22,Vaud,Y21T25,21-25 years,210.572,6,,,210572000.0
2020,22,Vaud,Y21T25,21-25 years,217.255,6,,,217255000.0
2021,22,Vaud,Y21T25,21-25 years,247.633,6,,,247633000.0
2022,22,Vaud,Y21T25,21-25 years,248.875,6,,,248875000.0
2023,22,Vaud,Y21T25,21-25 years,248.076,6,,,248076000.0
2024,22,Vaud,Y21T25,21-25 years,256.126,6,,,256125999.99999997
2011,23,Valais,Y21T25,21-25 years,72.764,6,,,72764000.0
2012,23,Valais,Y21T25,21-25 years,73.955,6,,,73955000.0
2013,23,Valais,Y21T25,21-25 years,75.471,6,,,75471000.0
2014,23,Valais,Y21T25,21-25 years,75.785,6,,,75785000.0
2015,23,Valais,Y21T25,21-25 years,75.001,6,,,75001000.0
2016,23,Valais,Y21T25,21-25 years,78.714,6,,,78714000.0
2017,23,Valais,Y21T25,21-25 years,88.997,6,,,88997000.0
2018,23,Valais,Y21T25,21-25 years,98.223,6,,,98223000.0
2019,23,Valais,Y21T25,21-25 years,84.294,6,,,84294000.0
2020,23,Valais,Y21T25,21-25 years,88.385,6,,,88385000.0
2021,23,Valais,Y21T25,21-25 years,91.273,6,,,91273000.0
2022,23,Valais,Y21T25,21-25 years,97.07,6,,,97070000.0
2023,23,Valais,Y21T25,21-25 years,94.808,6,,,94808000.0
2024,23,Valais,Y21T25,21-25 years,91.155,6,,,91155000.0
2011,24,Neuchâtel,Y21T25,21-25 years,37.416,6,,,37416000.0
2012,24,Neuchâtel,Y21T25,21-25 years,37.905,6,,,37905000.0
2013,24,Neuchâtel,Y21T25,21-25 years,40.781,6,,,40781000.0
2014,24,Neuchâtel,Y21T25,21-25 years,39.81,6,,,39810000.0
2015,24,Neuchâtel,Y21T25,21-25 years,41.061,6,,,41061000.0
2016,24,Neuchâtel,Y21T25,21-25 years,43.339,6,,,43339000.0
2017,24,Neuchâtel,Y21T25,21-25 years,43.942,6,,,43942000.0
2018,24,Neuchâtel,Y21T25,21-25 years,43.393,6,,,43393000.0
2019,24,Neuchâtel,Y21T25,21-25 years,46.961,6,,,46961000.0
2020,24,Neuchâtel,Y21T25,21-25 years,49.064,6,,,49064000.0
2021,24,Neuchâtel,Y21T25,21-25 years,54.129,6,,,54129000.0
2022,24,Neuchâtel,Y21T25,21-25 years,59.192,6,,,59192000.0
2023,24,Neuchâtel,Y21T25,21-25 years,55.268,6,,,55268000.0
2024,24,Neuchâtel,Y21T25,21-25 years,59.98,6,,,59980000.0
2011,25,Genève,Y21T25,21-25 years,125.876,6,,,125876000.0
2012,25,Genève,Y21T25,21-25 years,128.41,6,,,128410000.0
2013,25,Genève,Y21T25,21-25 years,134.58,6,,,134580000.0
2014,25,Genève,Y21T25,21-25 years,135.837,6,,,135837000.0
2015,25,Genève,Y21T25,21-25 years,136.418,6,,,136418000.0
2016,25,Genève,Y21T25,21-25 years,143.534,6,,,143534000.0
2017,25,Genève,Y21T25,21-25 years,144.673,6,,,144673000.0
2018,25,Genève,Y21T25,21-25 years,142.651,6,,,142651000.0
2019,25,Genève,Y21T25,21-25 years,148.119,6,,,148119000.0
2020,25,Genève,Y21T25,21-25 years,152.35,6,,,152350000.0
2021,25,Genève,Y21T25,21-25 years,171.533,6,,,171533000.0
2022,25,Genève,Y21T25,21-25 years,166.474,6,,,166474000.0
2023,25,Genève,Y21T25,21-25 years,166.857,6,,,166857000.0
2024,25,Genève,Y21T25,21-25 years,163.185,6,,,163185000.0
2011,26,Jura,Y21T25,21-25 years,14.584,6,,,14584000.0
2012,26,Jura,Y21T25,21-25 years,15.199,6,,,15199000.0
2013,26,Jura,Y21T25,21-25 years,15.989,6,,,15989000.0
2014,26,Jura,Y21T25,21-25 years,16.81,6,,,16810000.0
2015,26,Jura,Y21T25,21-25 years,15.674,6,,,15674000.0
2016,26,Jura,Y21T25,21-25 years,16.02,6,,,16020000.0
2017,26,Jura,Y21T25,21-25 years,16.431,6,,,16431000.000000002
2018,26,Jura,Y21T25,21-25 years,15.612,6,,,15612000.0
2019,26,Jura,Y21T25,21-25 years,16.388,6,,,16388000.000000002
2020,26,Jura,Y21T25,21-25 years,16.109,6,,,16109000.000000002
2021,26,Jura,Y21T25,21-25 years,18.396,6,,,18396000.0
2022,26,Jura,Y21T25,21-25 years,21.346,6,,,21346000.0
2023,26,Jura,Y21T25,21-25 years,20.96,6,,,20960000.0
2024,26,Jura,Y21T25,21-25 years,20.249,6,,,20249000.0
2011,_T,Total,Y26T30,26-30 years,2381.142,6,,,2381142000.0
2012,_T,Total,Y26T30,26-30 years,2530.933,6,,,2530933000.0
2013,_T,Total,Y26T30,26-30 years,2619.562,6,,,2619562000.0
2014,_T,Total,Y26T30,26-30 years,2681.913,6,,,2681913000.0
2015,_T,Total,Y26T30,26-30 years,2753.337,6,,,2753337000.0
2016,_T,Total,Y26T30,26-30 years,2877.679,6,,,2877679000.0
2017,_T,Total,Y26T30,26-30 years,2925.531,6,,,2925531000.0
2018,_T,Total,Y26T30,26-30 years,3013.797,6,,,3013797000.0
2019,_T,Total,Y26T30,26-30 years,3115.89,6,,,3115890000.0
2020,_T,Total,Y26T30,26-30 years,3114.209,6,,,3114209000.0
2021,_T,Total,Y26T30,26-30 years,3452.854,6,,,3452854000.0
2022,_T,Total,Y26T30,26-30 years,3457.949,6,,,3457949000.0
2023,_T,Total,Y26T30,26-30 years,3322.584,6,,,3322584000.0
2024,_T,Total,Y26T30,26-30 years,3821.434,6,,,3821434000.0
2011,1,Zürich,Y26T30,26-30 years,444.922,6,,,444922000.0
2012,1,Zürich,Y26T30,26-30 years,468.565,6,,,468565000.0
2013,1,Zürich,Y26T30,26-30 years,486.12,6,,,486120000.0
2014,1,Zürich,Y26T30,26-30 years,498.828,6,,,498828000.0
2015,1,Zürich,Y26T30,26-30 years,507.865,6,,,507865000.0
2016,1,Zürich,Y26T30,26-30 years,529.439,6,,,529438999.99999994
2017,1,Zürich,Y26T30,26-30 years,540.143,6,,,540143000.0
2018,1,Zürich,Y26T30,26-30 years,550.329,6,,,550329000.0
2019,1,Zürich,Y26T30,26-30 years,565.044,6,,,565044000.0
2020,1,Zürich,Y26T30,26-30 years,569.942,6,,,569942000.0
2021,1,Zürich,Y26T30,26-30 years,624.009,6,,,624009000.0
2022,1,Zürich,Y26T30,26-30 years,616.726,6,,,616726000.0
2023,1,Zürich,Y26T30,26-30 years,601.231,6,,,601231000.0
2024,1,Zürich,Y26T30,26-30 years,602.298,6,,,602298000.0
2011,2,Bern,Y26T30,26-30 years,314.264,6,,,314264000.0
2012,2,Bern,Y26T30,26-30 years,333.302,6,,,333302000.0
2013,2,Bern,Y26T30,26-30 years,345.064,6,,,345064000.0
2014,2,Bern,Y26T30,26-30 years,354.787,6,,,354787000.0
2015,2,Bern,Y26T30,26-30 years,368.404,6,,,368404000.0
2016,2,Bern,Y26T30,26-30 years,379.539,6,,,379539000.0
2017,2,Bern,Y26T30,26-30 years,393.584,6,,,393584000.0
2018,2,Bern,Y26T30,26-30 years,427.086,6,,,427086000.0
2019,2,Bern,Y26T30,26-30 years,435.568,6,,,435568000.0
2020,2,Bern,Y26T30,26-30 years,407.423,6,,,407423000.0
2021,2,Bern,Y26T30,26-30 years,418.392,6,,,418392000.0
2022,2,Bern,Y26T30,26-30 years,405.293,6,,,405293000.0
2023,2,Bern,Y26T30,26-30 years,388.604,6,,,388604000.0
2024,2,Bern,Y26T30,26-30 years,395.206,6,,,395206000.0
2011,3,Luzern,Y26T30,26-30 years,110.06,6,,,110060000.0
2012,3,Luzern,Y26T30,26-30 years,122.407,6,,,122407000.0
2013,3,Luzern,Y26T30,26-30 years,127.997,6,,,127997000.0
2014,3,Luzern,Y26T30,26-30 years,128.908,6,,,128907999.99999999
2015,3,Luzern,Y26T30,26-30 years,133.86,6,,,133860000.00000001
2016,3,Luzern,Y26T30,26-30 years,143.798,6,,,143798000.0
2017,3,Luzern,Y26T30,26-30 years,145.029,6,,,145029000.0
2018,3,Luzern,Y26T30,26-30 years,136.832,6,,,136832000.0
2019,3,Luzern,Y26T30,26-30 years,149.721,6,,,149721000.0
2020,3,Luzern,Y26T30,26-30 years,150.13,6,,,150130000.0
2021,3,Luzern,Y26T30,26-30 years,237.815,6,,,237815000.0
2022,3,Luzern,Y26T30,26-30 years,206.953,6,,,206953000.0
2023,3,Luzern,Y26T30,26-30 years,175.352,6,,,175352000.0
2024,3,Luzern,Y26T30,26-30 years,149.88,6,,,149880000.0
2011,4,Uri,Y26T30,26-30 years,9.231,6,,,9231000.0
2012,4,Uri,Y26T30,26-30 years,10.031,6,,,10031000.0
2013,4,Uri,Y26T30,26-30 years,10.224,6,,,10224000.0
2014,4,Uri,Y26T30,26-30 years,10.137,6,,,10137000.0
2015,4,Uri,Y26T30,26-30 years,10.138,6,,,10138000.0
2016,4,Uri,Y26T30,26-30 years,10.672,6,,,10672000.0
2017,4,Uri,Y26T30,26-30 years,10.335,6,,,10335000.0
2018,4,Uri,Y26T30,26-30 years,28.207,6,,,28207000.0
2019,4,Uri,Y26T30,26-30 years,11.298,6,,,11298000.0
2020,4,Uri,Y26T30,26-30 years,12.676,6,,,12676000.0
2021,4,Uri,Y26T30,26-30 years,12.183,6,,,12183000.0
2022,4,Uri,Y26T30,26-30 years,10.671,6,,,10671000.0
2023,4,Uri,Y26T30,26-30 years,9.714,6,,,9714000.0
2024,4,Uri,Y26T30,26-30 years,9.085,6,,,9085000.0
2011,5,Schwyz,Y26T30,26-30 years,36.913,6,,,36913000.0
2012,5,Schwyz,Y26T30,26-30 years,40.382,6,,,40382000.0
2013,5,Schwyz,Y26T30,26-30 years,41.671,6,,,41671000.0
2014,5,Schwyz,Y26T30,26-30 years,41.907,6,,,41907000.0
2015,5,Schwyz,Y26T30,26-30 years,42.766,6,,,42766000.0
2016,5,Schwyz,Y26T30,26-30 years,44.678,6,,,44678000.0
2017,5,Schwyz,Y26T30,26-30 years,44.569,6,,,44569000.0
2018,5,Schwyz,Y26T30,26-30 years,46.038,6,,,46038000.0
2019,5,Schwyz,Y26T30,26-30 years,46.198,6,,,46198000.0
2020,5,Schwyz,Y26T30,26-30 years,48.831,6,,,48831000.0
2021,5,Schwyz,Y26T30,26-30 years,56.272,6,,,56272000.0
2022,5,Schwyz,Y26T30,26-30 years,53.181,6,,,53181000.0
2023,5,Schwyz,Y26T30,26-30 years,49.904,6,,,49904000.0
2024,5,Schwyz,Y26T30,26-30 years,51.351,6,,,51351000.0
2011,6,Obwalden,Y26T30,26-30 years,9.44,6,,,9440000.0
2012,6,Obwalden,Y26T30,26-30 years,9.163,6,,,9163000.0
2013,6,Obwalden,Y26T30,26-30 years,9.353,6,,,9353000.0
2014,6,Obwalden,Y26T30,26-30 years,10.036,6,,,10036000.0
2015,6,Obwalden,Y26T30,26-30 years,9.993,6,,,9993000.0
2016,6,Obwalden,Y26T30,26-30 years,10.645,6,,,10645000.0
2017,6,Obwalden,Y26T30,26-30 years,10.706,6,,,10706000.0
2018,6,Obwalden,Y26T30,26-30 years,11.346,6,,,11346000.0
2019,6,Obwalden,Y26T30,26-30 years,11.221,6,,,11221000.0
2020,6,Obwalden,Y26T30,26-30 years,11.158,6,,,11158000.0
2021,6,Obwalden,Y26T30,26-30 years,11.501,6,,,11501000.0
2022,6,Obwalden,Y26T30,26-30 years,12.234,6,,,12234000.0
2023,6,Obwalden,Y26T30,26-30 years,11.996,6,,,11996000.0
2024,6,Obwalden,Y26T30,26-30 years,12.237,6,,,12237000.0
2011,7,Nidwalden,Y26T30,26-30 years,11.407,6,,,11407000.0
2012,7,Nidwalden,Y26T30,26-30 years,11.895,6,,,11895000.0
2013,7,Nidwalden,Y26T30,26-30 years,12.702,6,,,12702000.0
2014,7,Nidwalden,Y26T30,26-30 years,10.915,6,,,10915000.0
2015,7,Nidwalden,Y26T30,26-30 years,10.592,6,,,10592000.0
2016,7,Nidwalden,Y26T30,26-30 years,10.888,6,,,10888000.0
2017,7,Nidwalden,Y26T30,26-30 years,10.823,6,,,10823000.0
2018,7,Nidwalden,Y26T30,26-30 years,11.227,6,,,11227000.0
2019,7,Nidwalden,Y26T30,26-30 years,11.806,6,,,11806000.0
2020,7,Nidwalden,Y26T30,26-30 years,11.42,6,,,11420000.0
2021,7,Nidwalden,Y26T30,26-30 years,11.283,6,,,11283000.0
2022,7,Nidwalden,Y26T30,26-30 years,12.444,6,,,12444000.0
2023,7,Nidwalden,Y26T30,26-30 years,12.176,6,,,12176000.0
2024,7,Nidwalden,Y26T30,26-30 years,11.598,6,,,11598000.0
2011,8,Glarus,Y26T30,26-30 years,15.671,6,,,15671000.0
2012,8,Glarus,Y26T30,26-30 years,15.279,6,,,15279000.0
2013,8,Glarus,Y26T30,26-30 years,16.355,6,,,16355000.0
2014,8,Glarus,Y26T30,26-30 years,16.775,6,,,16774999.999999998
2015,8,Glarus,Y26T30,26-30 years,17.509,6,,,17509000.0
2016,8,Glarus,Y26T30,26-30 years,17.39,6,,,17390000.0
2017,8,Glarus,Y26T30,26-30 years,20.093,6,,,20093000.0
2018,8,Glarus,Y26T30,26-30 years,17.614,6,,,17614000.0
2019,8,Glarus,Y26T30,26-30 years,17.85,6,,,17850000.0
2020,8,Glarus,Y26T30,26-30 years,16.984,6,,,16984000.0
2021,8,Glarus,Y26T30,26-30 years,18.113,6,,,18113000.0
2022,8,Glarus,Y26T30,26-30 years,16.091,6,,,16091000.000000002
2023,8,Glarus,Y26T30,26-30 years,15.319,6,,,15319000.0
2024,8,Glarus,Y26T30,26-30 years,16.989,6,,,16989000.0
2011,9,Zug,Y26T30,26-30 years,29.184,6,,,29184000.0
2012,9,Zug,Y26T30,26-30 years,28.64,6,,,28640000.0
2013,9,Zug,Y26T30,26-30 years,30.869,6,,,30869000.0
2014,9,Zug,Y26T30,26-30 years,31.622,6,,,31622000.0
2015,9,Zug,Y26T30,26-30 years,32.789,6,,,32789000.0
2016,9,Zug,Y26T30,26-30 years,33.893,6,,,33893000.0
2017,9,Zug,Y26T30,26-30 years,34.062,6,,,34062000.0
2018,9,Zug,Y26T30,26-30 years,32.422,6,,,32421999.999999996
2019,9,Zug,Y26T30,26-30 years,34.088,6,,,34088000.0
2020,9,Zug,Y26T30,26-30 years,35.468,6,,,35468000.0
2021,9,Zug,Y26T30,26-30 years,37.183,6,,,37183000.0
2022,9,Zug,Y26T30,26-30 years,42.459,6,,,42459000.0
2023,9,Zug,Y26T30,26-30 years,40.678,6,,,40678000.0
2024,9,Zug,Y26T30,26-30 years,39.961,6,,,39961000.0
2011,10,Fribourg,Y26T30,26-30 years,74.572,6,,,74572000.0
2012,10,Fribourg,Y26T30,26-30 years,78.505,6,,,78505000.0
2013,10,Fribourg,Y26T30,26-30 years,84.412,6,,,84412000.0
2014,10,Fribourg,Y26T30,26-30 years,87.906,6,,,87906000.0
2015,10,Fribourg,Y26T30,26-30 years,91.727,6,,,91727000.0
2016,10,Fribourg,Y26T30,26-30 years,95.616,6,,,95616000.0
2017,10,Fribourg,Y26T30,26-30 years,99.371,6,,,99371000.0
2018,10,Fribourg,Y26T30,26-30 years,105.603,6,,,105603000.0
2019,10,Fribourg,Y26T30,26-30 years,107.784,6,,,107784000.0
2020,10,Fribourg,Y26T30,26-30 years,114.699,6,,,114699000.0
2021,10,Fribourg,Y26T30,26-30 years,121.391,6,,,121391000.0
2022,10,Fribourg,Y26T30,26-30 years,136.968,6,,,136968000.0
2023,10,Fribourg,Y26T30,26-30 years,142.307,6,,,142307000.0
2024,10,Fribourg,Y26T30,26-30 years,144.078,6,,,144078000.0
2011,11,Solothurn,Y26T30,26-30 years,70.417,6,,,70417000.0
2012,11,Solothurn,Y26T30,26-30 years,73.556,6,,,73556000.0
2013,11,Solothurn,Y26T30,26-30 years,80.142,6,,,80142000.0
2014,11,Solothurn,Y26T30,26-30 years,81.226,6,,,81226000.0
2015,11,Solothurn,Y26T30,26-30 years,84.461,6,,,84461000.0
2016,11,Solothurn,Y26T30,26-30 years,89.56,6,,,89560000.0
2017,11,Solothurn,Y26T30,26-30 years,89.415,6,,,89415000.0
2018,11,Solothurn,Y26T30,26-30 years,93.518,6,,,93518000.0
2019,11,Solothurn,Y26T30,26-30 years,96.093,6,,,96093000.0
2020,11,Solothurn,Y26T30,26-30 years,96.664,6,,,96664000.0
2021,11,Solothurn,Y26T30,26-30 years,113.82,6,,,113820000.0
2022,11,Solothurn,Y26T30,26-30 years,115.821,6,,,115821000.0
2023,11,Solothurn,Y26T30,26-30 years,110.944,6,,,110944000.0
2024,11,Solothurn,Y26T30,26-30 years,109.508,6,,,109508000.0
2011,12,Basel-Stadt,Y26T30,26-30 years,72.388,6,,,72388000.0
2012,12,Basel-Stadt,Y26T30,26-30 years,73.879,6,,,73879000.0
2013,12,Basel-Stadt,Y26T30,26-30 years,74.32,6,,,74320000.0
2014,12,Basel-Stadt,Y26T30,26-30 years,78.345,6,,,78345000.0
2015,12,Basel-Stadt,Y26T30,26-30 years,79.269,6,,,79269000.0
2016,12,Basel-Stadt,Y26T30,26-30 years,80.742,6,,,80742000.0
2017,12,Basel-Stadt,Y26T30,26-30 years,84.71,6,,,84710000.0
2018,12,Basel-Stadt,Y26T30,26-30 years,84.041,6,,,84041000.0
2019,12,Basel-Stadt,Y26T30,26-30 years,83.683,6,,,83683000.0
2020,12,Basel-Stadt,Y26T30,26-30 years,83.164,6,,,83164000.0
2021,12,Basel-Stadt,Y26T30,26-30 years,90.818,6,,,90818000.0
2022,12,Basel-Stadt,Y26T30,26-30 years,97.96,6,,,97960000.0
2023,12,Basel-Stadt,Y26T30,26-30 years,95.555,6,,,95555000.0
2024,12,Basel-Stadt,Y26T30,26-30 years,96.606,6,,,96606000.0
2011,13,Basel-Landschaft,Y26T30,26-30 years,80.842,6,,,80842000.0
2012,13,Basel-Landschaft,Y26T30,26-30 years,84.133,6,,,84133000.0
2013,13,Basel-Landschaft,Y26T30,26-30 years,86.623,6,,,86623000.0
2014,13,Basel-Landschaft,Y26T30,26-30 years,89.524,6,,,89524000.0
2015,13,Basel-Landschaft,Y26T30,26-30 years,92.001,6,,,92001000.0
2016,13,Basel-Landschaft,Y26T30,26-30 years,95.187,6,,,95187000.0
2017,13,Basel-Landschaft,Y26T30,26-30 years,96.745,6,,,96745000.0
2018,13,Basel-Landschaft,Y26T30,26-30 years,101.073,6,,,101073000.0
2019,13,Basel-Landschaft,Y26T30,26-30 years,98.658,6,,,98658000.0
2020,13,Basel-Landschaft,Y26T30,26-30 years,97.392,6,,,97392000.0
2021,13,Basel-Landschaft,Y26T30,26-30 years,111.508,6,,,111508000.0
2022,13,Basel-Landschaft,Y26T30,26-30 years,115.172,6,,,115172000.0
2023,13,Basel-Landschaft,Y26T30,26-30 years,116.302,6,,,116302000.0
2024,13,Basel-Landschaft,Y26T30,26-30 years,116.48,6,,,116480000.0
2011,14,Schaffhausen,Y26T30,26-30 years,21.586,6,,,21586000.0
2012,14,Schaffhausen,Y26T30,26-30 years,22.333,6,,,22333000.0
2013,14,Schaffhausen,Y26T30,26-30 years,22.944,6,,,22944000.0
2014,14,Schaffhausen,Y26T30,26-30 years,23.599,6,,,23599000.0
2015,14,Schaffhausen,Y26T30,26-30 years,24.714,6,,,24714000.0
2016,14,Schaffhausen,Y26T30,26-30 years,25.481,6,,,25481000.0
2017,14,Schaffhausen,Y26T30,26-30 years,26.779,6,,,26779000.0
2018,14,Schaffhausen,Y26T30,26-30 years,24.722,6,,,24722000.0
2019,14,Schaffhausen,Y26T30,26-30 years,24.135,6,,,24135000.0
2020,14,Schaffhausen,Y26T30,26-30 years,23.827,6,,,23827000.0
2021,14,Schaffhausen,Y26T30,26-30 years,26.931,6,,,26931000.0
2022,14,Schaffhausen,Y26T30,26-30 years,28.239,6,,,28239000.0
2023,14,Schaffhausen,Y26T30,26-30 years,26.796,6,,,26796000.0
2024,14,Schaffhausen,Y26T30,26-30 years,28.133,6,,,28133000.0
2011,15,Appenzell Ausserrhoden,Y26T30,26-30 years,14.415,6,,,14415000.0
2012,15,Appenzell Ausserrhoden,Y26T30,26-30 years,16.044,6,,,16044000.0
2013,15,Appenzell Ausserrhoden,Y26T30,26-30 years,16.956,6,,,16956000.0
2014,15,Appenzell Ausserrhoden,Y26T30,26-30 years,18.031,6,,,18031000.0
2015,15,Appenzell Ausserrhoden,Y26T30,26-30 years,18.161,6,,,18161000.0
2016,15,Appenzell Ausserrhoden,Y26T30,26-30 years,19.521,6,,,19521000.0
2017,15,Appenzell Ausserrhoden,Y26T30,26-30 years,19.382,6,,,19382000.0
2018,15,Appenzell Ausserrhoden,Y26T30,26-30 years,18.363,6,,,18363000.0
2019,15,Appenzell Ausserrhoden,Y26T30,26-30 years,19.542,6,,,19542000.0
2020,15,Appenzell Ausserrhoden,Y26T30,26-30 years,17.695,6,,,17695000.0
2021,15,Appenzell Ausserrhoden,Y26T30,26-30 years,18.676,6,,,18676000.0
2022,15,Appenzell Ausserrhoden,Y26T30,26-30 years,19.029,6,,,19029000.0
2023,15,Appenzell Ausserrhoden,Y26T30,26-30 years,19.133,6,,,19133000.0
2024,15,Appenzell Ausserrhoden,Y26T30,26-30 years,20.132,6,,,20132000.0
2011,16,Appenzell Innerrhoden,Y26T30,26-30 years,3.516,6,,,3516000.0
2012,16,Appenzell Innerrhoden,Y26T30,26-30 years,3.496,6,,,3496000.0
2013,16,Appenzell Innerrhoden,Y26T30,26-30 years,3.694,6,,,3694000.0
2014,16,Appenzell Innerrhoden,Y26T30,26-30 years,3.615,6,,,3615000.0
2015,16,Appenzell Innerrhoden,Y26T30,26-30 years,4.051,6,,,4051000.0
2016,16,Appenzell Innerrhoden,Y26T30,26-30 years,4.087,6,,,4086999.9999999995
2017,16,Appenzell Innerrhoden,Y26T30,26-30 years,3.931,6,,,3931000.0
2018,16,Appenzell Innerrhoden,Y26T30,26-30 years,4.321,6,,,4321000.0
2019,16,Appenzell Innerrhoden,Y26T30,26-30 years,4.668,6,,,4668000.0
2020,16,Appenzell Innerrhoden,Y26T30,26-30 years,4.273,6,,,4273000.0
2021,16,Appenzell Innerrhoden,Y26T30,26-30 years,4.388,6,,,4388000.0
2022,16,Appenzell Innerrhoden,Y26T30,26-30 years,7.055,6,,,7055000.0
2023,16,Appenzell Innerrhoden,Y26T30,26-30 years,6.653,6,,,6653000.0
2024,16,Appenzell Innerrhoden,Y26T30,26-30 years,6.371,6,,,6371000.0
2011,17,St. Gallen,Y26T30,26-30 years,150.122,6,,,150122000.0
2012,17,St. Gallen,Y26T30,26-30 years,157.85,6,,,157850000.0
2013,17,St. Gallen,Y26T30,26-30 years,165.656,6,,,165656000.0
2014,17,St. Gallen,Y26T30,26-30 years,169.497,6,,,169497000.0
2015,17,St. Gallen,Y26T30,26-30 years,174.454,6,,,174454000.0
2016,17,St. Gallen,Y26T30,26-30 years,178.747,6,,,178747000.0
2017,17,St. Gallen,Y26T30,26-30 years,183.354,6,,,183354000.0
2018,17,St. Gallen,Y26T30,26-30 years,185.057,6,,,185057000.0
2019,17,St. Gallen,Y26T30,26-30 years,190.882,6,,,190882000.0
2020,17,St. Gallen,Y26T30,26-30 years,192.432,6,,,192432000.0
2021,17,St. Gallen,Y26T30,26-30 years,209.335,6,,,209335000.0
2022,17,St. Gallen,Y26T30,26-30 years,213.085,6,,,213085000.0
2023,17,St. Gallen,Y26T30,26-30 years,207.448,6,,,207448000.0
2024,17,St. Gallen,Y26T30,26-30 years,206.158,6,,,206158000.0
2011,18,Graubünden,Y26T30,26-30 years,48.197,6,,,48197000.0
2012,18,Graubünden,Y26T30,26-30 years,51.777,6,,,51777000.0
2013,18,Graubünden,Y26T30,26-30 years,54.902,6,,,54902000.0
2014,18,Graubünden,Y26T30,26-30 years,56.109,6,,,56109000.0
2015,18,Graubünden,Y26T30,26-30 years,57.356,6,,,57356000.0
2016,18,Graubünden,Y26T30,26-30 years,57.514,6,,,57514000.0
2017,18,Graubünden,Y26T30,26-30 years,57.233,6,,,57233000.0
2018,18,Graubünden,Y26T30,26-30 years,62.286,6,,,62286000.0
2019,18,Graubünden,Y26T30,26-30 years,62.069,6,,,62069000.0
2020,18,Graubünden,Y26T30,26-30 years,62.31,6,,,62310000.0
2021,18,Graubünden,Y26T30,26-30 years,69.998,6,,,69998000.0
2022,18,Graubünden,Y26T30,26-30 years,72.281,6,,,72281000.0
2023,18,Graubünden,Y26T30,26-30 years,66.763,6,,,66763000.00000001
2024,18,Graubünden,Y26T30,26-30 years,64.571,6,,,64571000.0
2011,19,Aargau,Y26T30,26-30 years,196.719,6,,,196719000.0
2012,19,Aargau,Y26T30,26-30 years,228.564,6,,,228564000.0
2013,19,Aargau,Y26T30,26-30 years,210.522,6,,,210522000.0
2014,19,Aargau,Y26T30,26-30 years,214.005,6,,,214005000.0
2015,19,Aargau,Y26T30,26-30 years,215.883,6,,,215883000.0
2016,19,Aargau,Y26T30,26-30 years,225.0,6,,,225000000.0
2017,19,Aargau,Y26T30,26-30 years,230.48,6,,,230480000.0
2018,19,Aargau,Y26T30,26-30 years,226.432,6,,,226432000.0
2019,19,Aargau,Y26T30,26-30 years,239.872,6,,,239872000.0
2020,19,Aargau,Y26T30,26-30 years,249.042,6,,,249042000.0
2021,19,Aargau,Y26T30,26-30 years,273.124,6,,,273124000.0
2022,19,Aargau,Y26T30,26-30 years,298.191,6,,,298191000.0
2023,19,Aargau,Y26T30,26-30 years,263.285,6,,,263285000.00000003
2024,19,Aargau,Y26T30,26-30 years,254.273,6,,,254273000.0
2011,20,Thurgau,Y26T30,26-30 years,73.962,6,,,73962000.0
