year,canton,age_label,population,age
2019,Appenzell Innerrhoden,16 Jahre,154,16.0
2019,Appenzell Innerrhoden,17 Jahre,180,17.0
2019,Appenzell Innerrhoden,18 Jahre,176,18.0
2019,Appenzell Innerrhoden,19 Jahre,182,19.0
2019,Appenzell Innerrhoden,20 Jahre,182,20.0
2019,Appenzell Innerrhoden,21 Jahre,206,21.0
2019,Appenzell Innerrhoden,22 Jahre,215,22.0
2019,Appenzell Innerrhoden,23 Jahre,220,23.0
2019,Appenzell Innerrhoden,24 Jahre,207,24.0
2019,Appenzell Innerrhoden,25 Jahre,225,25.0
2019,Appenzell Innerrhoden,26 Jahre,211,26.0
2019,Appenzell Innerrhoden,27 Jahre,206,27.0
2019,Appenzell Innerrhoden,28 Jahre,219,28.0
2019,Appenzell Innerrhoden,29 Jahre,213,29.0
2019,Appenzell Innerrhoden,30 Jahre,205,30.0
2019,Appenzell Innerrhoden,31 Jahre,200,31.0
2019,Appenzell Innerrhoden,32 Jahre,195,32.0
2019,Appenzell Innerrhoden,33 Jahre,201,33.0
2019,Appenzell Innerrhoden,34 Jahre,185,34.0
2019,Appenzell Innerrhoden,35 Jahre,217,35.0
2019,Appenzell Innerrhoden,36 Jahre,204,36.0
2019,Appenzell Innerrhoden,37 Jahre,212,37.0
2019,Appenzell Innerrhoden,38 Jahre,205,38.0
2019,Appenzell Innerrhoden,39 Jahre,184,39.0
2019,Appenzell Innerrhoden,40 Jahre,199,40.0
2019,Appenzell Innerrhoden,41 Jahre,187,41.0
2019,Appenzell Innerrhoden,42 Jahre,178,42.0
2019,Appenzell Innerrhoden,43 Jahre,163,43.0
2019,Appenzell Innerrhoden,44 Jahre,187,44.0
2019,Appenzell Innerrhoden,45 Jahre,196,45.0
2019,Appenzell Innerrhoden,46 Jahre,205,46.0
2019,Appenzell Innerrhoden,47 Jahre,207,47.0
2019,Appenzell Innerrhoden,48 Jahre,245,48.0
2019,Appenzell Innerrhoden,49 Jahre,235,49.0
2019,Appenzell Innerrhoden,50 Jahre,242,50.0
2019,Appenzell Innerrhoden,51 Jahre,222,51.0
2019,Appenzell Innerrhoden,52 Jahre,220,52.0
2019,Appenzell Innerrhoden,53 Jahre,241,53.0
2019,Appenzell Innerrhoden,54 Jahre,261,54.0
2019,Appenzell Innerrhoden,55 Jahre,284,55.0
2019,Appenzell Innerrhoden,56 Jahre,258,56.0
2019,Appenzell Innerrhoden,57 Jahre,250,57.0
2019,Appenzell Innerrhoden,58 Jahre,222,58.0
2019,Appenzell Innerrhoden,59 Jahre,241,59.0
2019,Appenzell Innerrhoden,60 Jahre,242,60.0
2019,Appenzell Innerrhoden,61 Jahre,204,61.0
2019,Appenzell Innerrhoden,62 Jahre,178,62.0
2019,Appenzell Innerrhoden,63 Jahre,181,63.0
2019,Appenzell Innerrhoden,64 Jahre,206,64.0
2019,Appenzell Innerrhoden,65 Jahre,180,65.0
2019,Appenzell Innerrhoden,66 Jahre,195,66.0
2019,Appenzell Innerrhoden,67 Jahre,147,67.0
2019,Appenzell Innerrhoden,68 Jahre,171,68.0
2019,Appenzell Innerrhoden,69 Jahre,180,69.0
2019,Appenzell Innerrhoden,70 Jahre,154,70.0
2019,Appenzell Innerrhoden,71 Jahre,166,71.0
2019,Appenzell Innerrhoden,72 Jahre,153,72.0
2019,Appenzell Innerrhoden,73 Jahre,145,73.0
2019,Appenzell Innerrhoden,74 Jahre,141,74.0
2019,Appenzell Innerrhoden,75 Jahre,106,75.0
2019,Appenzell Innerrhoden,76 Jahre,124,76.0
2019,Appenzell Innerrhoden,77 Jahre,120,77.0
2019,Appenzell Innerrhoden,78 Jahre,108,78.0
2019,Appenzell Innerrhoden,79 Jahre,115,79.0
2019,Appenzell Innerrhoden,80 Jahre,114,80.0
2019,Appenzell Innerrhoden,81 Jahre,110,81.0
2019,Appenzell Innerrhoden,82 Jahre,86,82.0
2019,Appenzell Innerrhoden,83 Jahre,93,83.0
2019,Appenzell Innerrhoden,84 Jahre,87,84.0
2019,Appenzell Innerrhoden,85 Jahre,67,85.0
2019,Appenzell Innerrhoden,86 Jahre,73,86.0
2019,Appenzell Innerrhoden,87 Jahre,72,87.0
2019,Appenzell Innerrhoden,88 Jahre,52,88.0
2019,Appenzell Innerrhoden,89 Jahre,48,89.0
2019,Appenzell Innerrhoden,90 Jahre,35,90.0
2019,Appenzell Innerrhoden,91 Jahre,30,91.0
2019,Appenzell Innerrhoden,92 Jahre,20,92.0
2019,Appenzell Innerrhoden,93 Jahre,18,93.0
2019,Appenzell Innerrhoden,94 Jahre,18,94.0
2019,Appenzell Innerrhoden,95 Jahre,11,95.0
2019,Appenzell Innerrhoden,96 Jahre,8,96.0
2019,Appenzell Innerrhoden,97 Jahre,1,97.0
2019,Appenzell Innerrhoden,98 Jahre,4,98.0
2019,Appenzell Innerrhoden,99 Jahre und mehr,5,99.0
2019,Appenzell Innerrhoden,Ohne Angabe,0,
2019,St. Gallen,Alter - Total,510734,
2019,St. Gallen,0 Jahre,5197,0.0
2019,St. Gallen,1 Jahr,5377,1.0
2019,St. Gallen,2 Jahre,5251,2.0
2019,St. Gallen,3 Jahre,5379,3.0
2019,St. Gallen,4 Jahre,5424,4.0
2019,St. Gallen,5 Jahre,5190,5.0
2019,St. Gallen,6 Jahre,5275,6.0
2019,St. Gallen,7 Jahre,5223,7.0
2019,St. Gallen,8 Jahre,5258,8.0
2019,St. Gallen,9 Jahre,5253,9.0
2019,St. Gallen,10 Jahre,5283,10.0
2019,St. Gallen,11 Jahre,5144,11.0
2019,St. Gallen,12 Jahre,4982,12.0
2019,St. Gallen,13 Jahre,4979,13.0
2019,St. Gallen,14 Jahre,4949,14.0
2019,St. Gallen,15 Jahre,5075,15.0
2019,St. Gallen,16 Jahre,5155,16.0
2019,St. Gallen,17 Jahre,5153,17.0
2019,St. Gallen,18 Jahre,5234,18.0
2019,St. Gallen,19 Jahre,5803,19.0
2019,St. Gallen,20 Jahre,5859,20.0
2019,St. Gallen,21 Jahre,6055,21.0
2019,St. Gallen,22 Jahre,6183,22.0
2019,St. Gallen,23 Jahre,6405,23.0
2019,St. Gallen,24 Jahre,6416,24.0
2019,St. Gallen,25 Jahre,6741,25.0
2019,St. Gallen,26 Jahre,6855,26.0
2019,St. Gallen,27 Jahre,7228,27.0
2019,St. Gallen,28 Jahre,7324,28.0
2019,St. Gallen,29 Jahre,7314,29.0
2019,St. Gallen,30 Jahre,7221,30.0
2019,St. Gallen,31 Jahre,7264,31.0
2019,St. Gallen,32 Jahre,7147,32.0
2019,St. Gallen,33 Jahre,7138,33.0
2019,St. Gallen,34 Jahre,7304,34.0
2019,St. Gallen,35 Jahre,7026,35.0
2019,St. Gallen,36 Jahre,7091,36.0
2019,St. Gallen,37 Jahre,7001,37.0
2019,St. Gallen,38 Jahre,6922,38.0
2019,St. Gallen,39 Jahre,6978,39.0
2019,St. Gallen,40 Jahre,6674,40.0
2019,St. Gallen,41 Jahre,6533,41.0
2019,St. Gallen,42 Jahre,6555,42.0
2019,St. Gallen,43 Jahre,6500,43.0
2019,St. Gallen,44 Jahre,6282,44.0
2019,St. Gallen,45 Jahre,6327,45.0
2019,St. Gallen,46 Jahre,6490,46.0
2019,St. Gallen,47 Jahre,6547,47.0
2019,St. Gallen,48 Jahre,7151,48.0
2019,St. Gallen,49 Jahre,7176,49.0
2019,St. Gallen,50 Jahre,7643,50.0
2019,St. Gallen,51 Jahre,7577,51.0
2019,St. Gallen,52 Jahre,7592,52.0
2019,St. Gallen,53 Jahre,8022,53.0
2019,St. Gallen,54 Jahre,7828,54.0
2019,St. Gallen,55 Jahre,8048,55.0
2019,St. Gallen,56 Jahre,7782,56.0
2019,St. Gallen,57 Jahre,7674,57.0
2019,St. Gallen,58 Jahre,7377,58.0
2019,St. Gallen,59 Jahre,6956,59.0
2019,St. Gallen,60 Jahre,6602,60.0
2019,St. Gallen,61 Jahre,6485,61.0
2019,St. Gallen,62 Jahre,6271,62.0
2019,St. Gallen,63 Jahre,6233,63.0
2019,St. Gallen,64 Jahre,5709,64.0
2019,St. Gallen,65 Jahre,5619,65.0
2019,St. Gallen,66 Jahre,5256,66.0
2019,St. Gallen,67 Jahre,5200,67.0
2019,St. Gallen,68 Jahre,4987,68.0
2019,St. Gallen,69 Jahre,4998,69.0
2019,St. Gallen,70 Jahre,4888,70.0
2019,St. Gallen,71 Jahre,4905,71.0
2019,St. Gallen,72 Jahre,4770,72.0
2019,St. Gallen,73 Jahre,4609,73.0
2019,St. Gallen,74 Jahre,4500,74.0
2019,St. Gallen,75 Jahre,4303,75.0
2019,St. Gallen,76 Jahre,4123,76.0
2019,St. Gallen,77 Jahre,3887,77.0
2019,St. Gallen,78 Jahre,3474,78.0
2019,St. Gallen,79 Jahre,3244,79.0
2019,St. Gallen,80 Jahre,3043,80.0
2019,St. Gallen,81 Jahre,2898,81.0
2019,St. Gallen,82 Jahre,2592,82.0
2019,St. Gallen,83 Jahre,2374,83.0
2019,St. Gallen,84 Jahre,2333,84.0
2019,St. Gallen,85 Jahre,2122,85.0
2019,St. Gallen,86 Jahre,1754,86.0
2019,St. Gallen,87 Jahre,1638,87.0
2019,St. Gallen,88 Jahre,1436,88.0
2019,St. Gallen,89 Jahre,1199,89.0
2019,St. Gallen,90 Jahre,987,90.0
2019,St. Gallen,91 Jahre,817,91.0
2019,St. Gallen,92 Jahre,677,92.0
2019,St. Gallen,93 Jahre,554,93.0
2019,St. Gallen,94 Jahre,477,94.0
2019,St. Gallen,95 Jahre,300,95.0
2019,St. Gallen,96 Jahre,235,96.0
2019,St. Gallen,97 Jahre,171,97.0
2019,St. Gallen,98 Jahre,118,98.0
2019,St. Gallen,99 Jahre und mehr,156,99.0
2019,St. Gallen,Ohne Angabe,0,
2019,Graubünden,Alter - Total,199021,
2019,Graubünden,0 Jahre,1588,0.0
2019,Graubünden,1 Jahr,1799,1.0
2019,Graubünden,2 Jahre,1725,2.0
2019,Graubünden,3 Jahre,1784,3.0
2019,Graubünden,4 Jahre,1768,4.0
2019,Graubünden,5 Jahre,1788,5.0
2019,Graubünden,6 Jahre,1811,6.0
2019,Graubünden,7 Jahre,1700,7.0
2019,Graubünden,8 Jahre,1755,8.0
2019,Graubünden,9 Jahre,1717,9.0
2019,Graubünden,10 Jahre,1686,10.0
2019,Graubünden,11 Jahre,1740,11.0
2019,Graubünden,12 Jahre,1712,12.0
2019,Graubünden,13 Jahre,1687,13.0
2019,Graubünden,14 Jahre,1663,14.0
2019,Graubünden,15 Jahre,1819,15.0
2019,Graubünden,16 Jahre,1829,16.0
2019,Graubünden,17 Jahre,1830,17.0
2019,Graubünden,18 Jahre,1901,18.0
2019,Graubünden,19 Jahre,2079,19.0
2019,Graubünden,20 Jahre,2048,20.0
2019,Graubünden,21 Jahre,2151,21.0
2019,Graubünden,22 Jahre,2141,22.0
2019,Graubünden,23 Jahre,2262,23.0
2019,Graubünden,24 Jahre,2197,24.0
2019,Graubünden,25 Jahre,2227,25.0
2019,Graubünden,26 Jahre,2345,26.0
2019,Graubünden,27 Jahre,2599,27.0
2019,Graubünden,28 Jahre,2496,28.0
2019,Graubünden,29 Jahre,2487,29.0
2019,Graubünden,30 Jahre,2496,30.0
2019,Graubünden,31 Jahre,2555,31.0
2019,Graubünden,32 Jahre,2542,32.0
2019,Graubünden,33 Jahre,2578,33.0
2019,Graubünden,34 Jahre,2615,34.0
2019,Graubünden,35 Jahre,2529,35.0
2019,Graubünden,36 Jahre,2611,36.0
2019,Graubünden,37 Jahre,2568,37.0
2019,Graubünden,38 Jahre,2562,38.0
2019,Graubünden,39 Jahre,2640,39.0
2019,Graubünden,40 Jahre,2491,40.0
2019,Graubünden,41 Jahre,2438,41.0
2019,Graubünden,42 Jahre,2469,42.0
2019,Graubünden,43 Jahre,2530,43.0
2019,Graubünden,44 Jahre,2456,44.0
2019,Graubünden,45 Jahre,2623,45.0
2019,Graubünden,46 Jahre,2629,46.0
2019,Graubünden,47 Jahre,2733,47.0
2019,Graubünden,48 Jahre,2953,48.0
2019,Graubünden,49 Jahre,3025,49.0
2019,Graubünden,50 Jahre,3105,50.0
2019,Graubünden,51 Jahre,3164,51.0
2019,Graubünden,52 Jahre,3195,52.0
2019,Graubünden,53 Jahre,3284,53.0
2019,Graubünden,54 Jahre,3116,54.0
2019,Graubünden,55 Jahre,3252,55.0
2019,Graubünden,56 Jahre,3256,56.0
2019,Graubünden,57 Jahre,3159,57.0
2019,Graubünden,58 Jahre,3134,58.0
2019,Graubünden,59 Jahre,2993,59.0
2019,Graubünden,60 Jahre,2976,60.0
2019,Graubünden,61 Jahre,2744,61.0
2019,Graubünden,62 Jahre,2851,62.0
2019,Graubünden,63 Jahre,2648,63.0
2019,Graubünden,64 Jahre,2594,64.0
2019,Graubünden,65 Jahre,2441,65.0
2019,Graubünden,66 Jahre,2450,66.0
2019,Graubünden,67 Jahre,2427,67.0
2019,Graubünden,68 Jahre,2304,68.0
2019,Graubünden,69 Jahre,2363,69.0
2019,Graubünden,70 Jahre,2383,70.0
2019,Graubünden,71 Jahre,2285,71.0
2019,Graubünden,72 Jahre,2196,72.0
2019,Graubünden,73 Jahre,2130,73.0
2019,Graubünden,74 Jahre,1994,74.0
2019,Graubünden,75 Jahre,1954,75.0
2019,Graubünden,76 Jahre,1917,76.0
2019,Graubünden,77 Jahre,1721,77.0
2019,Graubünden,78 Jahre,1563,78.0
2019,Graubünden,79 Jahre,1463,79.0
2019,Graubünden,80 Jahre,1325,80.0
2019,Graubünden,81 Jahre,1293,81.0
2019,Graubünden,82 Jahre,1187,82.0
2019,Graubünden,83 Jahre,1087,83.0
2019,Graubünden,84 Jahre,988,84.0
2019,Graubünden,85 Jahre,892,85.0
2019,Graubünden,86 Jahre,860,86.0
2019,Graubünden,87 Jahre,764,87.0
2019,Graubünden,88 Jahre,650,88.0
2019,Graubünden,89 Jahre,575,89.0
2019,Graubünden,90 Jahre,469,90.0
2019,Graubünden,91 Jahre,385,91.0
2019,Graubünden,92 Jahre,285,92.0
2019,Graubünden,93 Jahre,259,93.0
2019,Graubünden,94 Jahre,175,94.0
2019,Graubünden,95 Jahre,139,95.0
2019,Graubünden,96 Jahre,81,96.0
2019,Graubünden,97 Jahre,57,97.0
2019,Graubünden,98 Jahre,43,98.0
2019,Graubünden,99 Jahre und mehr,68,99.0
2019,Graubünden,Ohne Angabe,0,
2019,Aargau,Alter - Total,685845,
2019,Aargau,0 Jahre,6985,0.0
2019,Aargau,1 Jahr,7079,1.0
2019,Aargau,2 Jahre,7165,2.0
2019,Aargau,3 Jahre,7312,3.0
2019,Aargau,4 Jahre,7225,4.0
2019,Aargau,5 Jahre,7200,5.0
2019,Aargau,6 Jahre,7081,6.0
2019,Aargau,7 Jahre,7207,7.0
2019,Aargau,8 Jahre,7004,8.0
2019,Aargau,9 Jahre,7228,9.0
2019,Aargau,10 Jahre,6856,10.0
2019,Aargau,11 Jahre,7029,11.0
2019,Aargau,12 Jahre,6630,12.0
2019,Aargau,13 Jahre,6732,13.0
2019,Aargau,14 Jahre,6753,14.0
2019,Aargau,15 Jahre,6751,15.0
2019,Aargau,16 Jahre,6647,16.0
2019,Aargau,17 Jahre,6550,17.0
2019,Aargau,18 Jahre,6453,18.0
2019,Aargau,19 Jahre,6922,19.0
2019,Aargau,20 Jahre,6915,20.0
2019,Aargau,21 Jahre,7201,21.0
2019,Aargau,22 Jahre,7555,22.0
2019,Aargau,23 Jahre,7850,23.0
2019,Aargau,24 Jahre,7812,24.0
2019,Aargau,25 Jahre,8040,25.0
2019,Aargau,26 Jahre,8432,26.0
2019,Aargau,27 Jahre,8981,27.0
2019,Aargau,28 Jahre,9066,28.0
2019,Aargau,29 Jahre,9392,29.0
2019,Aargau,30 Jahre,9366,30.0
2019,Aargau,31 Jahre,9422,31.0
2019,Aargau,32 Jahre,9485,32.0
2019,Aargau,33 Jahre,9656,33.0
2019,Aargau,34 Jahre,9543,34.0
2019,Aargau,35 Jahre,9902,35.0
2019,Aargau,36 Jahre,9829,36.0
2019,Aargau,37 Jahre,10150,37.0
2019,Aargau,38 Jahre,10136,38.0
2019,Aargau,39 Jahre,9879,39.0
2019,Aargau,40 Jahre,9514,40.0
2019,Aargau,41 Jahre,9341,41.0
2019,Aargau,42 Jahre,9308,42.0
2019,Aargau,43 Jahre,9276,43.0
2019,Aargau,44 Jahre,9148,44.0
2019,Aargau,45 Jahre,9285,45.0
2019,Aargau,46 Jahre,9213,46.0
2019,Aargau,47 Jahre,9643,47.0
2019,Aargau,48 Jahre,9989,48.0
2019,Aargau,49 Jahre,10185,49.0
2019,Aargau,50 Jahre,10421,50.0
2019,Aargau,51 Jahre,10872,51.0
2019,Aargau,52 Jahre,11057,52.0
2019,Aargau,53 Jahre,11112,53.0
2019,Aargau,54 Jahre,11177,54.0
2019,Aargau,55 Jahre,11282,55.0
2019,Aargau,56 Jahre,10808,56.0
2019,Aargau,57 Jahre,10369,57.0
2019,Aargau,58 Jahre,10103,58.0
2019,Aargau,59 Jahre,9763,59.0
2019,Aargau,60 Jahre,9232,60.0
2019,Aargau,61 Jahre,8988,61.0
2019,Aargau,62 Jahre,8808,62.0
2019,Aargau,63 Jahre,8366,63.0
2019,Aargau,64 Jahre,8152,64.0
2019,Aargau,65 Jahre,7688,65.0
2019,Aargau,66 Jahre,7308,66.0
2019,Aargau,67 Jahre,7171,67.0
2019,Aargau,68 Jahre,6696,68.0
2019,Aargau,69 Jahre,6752,69.0
2019,Aargau,70 Jahre,6513,70.0
2019,Aargau,71 Jahre,6516,71.0
2019,Aargau,72 Jahre,6217,72.0
2019,Aargau,73 Jahre,6174,73.0
2019,Aargau,74 Jahre,5798,74.0
2019,Aargau,75 Jahre,5647,75.0
2019,Aargau,76 Jahre,5419,76.0
2019,Aargau,77 Jahre,4952,77.0
2019,Aargau,78 Jahre,4437,78.0
2019,Aargau,79 Jahre,3903,79.0
2019,Aargau,80 Jahre,3739,80.0
2019,Aargau,81 Jahre,3585,81.0
2019,Aargau,82 Jahre,3226,82.0
2019,Aargau,83 Jahre,3042,83.0
2019,Aargau,84 Jahre,2742,84.0
2019,Aargau,85 Jahre,2617,85.0
2019,Aargau,86 Jahre,2197,86.0
2019,Aargau,87 Jahre,2059,87.0
2019,Aargau,88 Jahre,1759,88.0
2019,Aargau,89 Jahre,1560,89.0
2019,Aargau,90 Jahre,1271,90.0
2019,Aargau,91 Jahre,1068,91.0
2019,Aargau,92 Jahre,808,92.0
2019,Aargau,93 Jahre,634,93.0
2019,Aargau,94 Jahre,463,94.0
2019,Aargau,95 Jahre,352,95.0
2019,Aargau,96 Jahre,262,96.0
2019,Aargau,97 Jahre,185,97.0
2019,Aargau,98 Jahre,108,98.0
2019,Aargau,99 Jahre und mehr,144,99.0
2019,Aargau,Ohne Angabe,0,
2019,Thurgau,Alter - Total,279547,
2019,Thurgau,0 Jahre,2881,0.0
2019,Thurgau,1 Jahr,3062,1.0
2019,Thurgau,2 Jahre,2949,2.0
2019,Thurgau,3 Jahre,3002,3.0
2019,Thurgau,4 Jahre,3036,4.0
2019,Thurgau,5 Jahre,2919,5.0
2019,Thurgau,6 Jahre,2878,6.0
2019,Thurgau,7 Jahre,2828,7.0
2019,Thurgau,8 Jahre,2799,8.0
2019,Thurgau,9 Jahre,2878,9.0
2019,Thurgau,10 Jahre,2754,10.0
2019,Thurgau,11 Jahre,2743,11.0
2019,Thurgau,12 Jahre,2811,12.0
2019,Thurgau,13 Jahre,2682,13.0
2019,Thurgau,14 Jahre,2653,14.0
2019,Thurgau,15 Jahre,2730,15.0
2019,Thurgau,16 Jahre,2645,16.0
2019,Thurgau,17 Jahre,2735,17.0
2019,Thurgau,18 Jahre,2662,18.0
2019,Thurgau,19 Jahre,2966,19.0
2019,Thurgau,20 Jahre,2943,20.0
2019,Thurgau,21 Jahre,3042,21.0
2019,Thurgau,22 Jahre,3116,22.0
2019,Thurgau,23 Jahre,3277,23.0
2019,Thurgau,24 Jahre,3266,24.0
2019,Thurgau,25 Jahre,3450,25.0
2019,Thurgau,26 Jahre,3560,26.0
2019,Thurgau,27 Jahre,3620,27.0
2019,Thurgau,28 Jahre,3824,28.0
2019,Thurgau,29 Jahre,3813,29.0
2019,Thurgau,30 Jahre,3926,30.0
2019,Thurgau,31 Jahre,4076,31.0
2019,Thurgau,32 Jahre,3732,32.0
2019,Thurgau,33 Jahre,4028,33.0
2019,Thurgau,34 Jahre,3917,34.0
2019,Thurgau,35 Jahre,3931,35.0
2019,Thurgau,36 Jahre,3967,36.0
2019,Thurgau,37 Jahre,3887,37.0
2019,Thurgau,38 Jahre,3929,38.0
2019,Thurgau,39 Jahre,3745,39.0
2019,Thurgau,40 Jahre,3741,40.0
2019,Thurgau,41 Jahre,3651,41.0
2019,Thurgau,42 Jahre,3506,42.0
2019,Thurgau,43 Jahre,3487,43.0
2019,Thurgau,44 Jahre,3445,44.0
2019,Thurgau,45 Jahre,3544,45.0
2019,Thurgau,46 Jahre,3664,46.0
2019,Thurgau,47 Jahre,3686,47.0
2019,Thurgau,48 Jahre,3952,48.0
2019,Thurgau,49 Jahre,4090,49.0
2019,Thurgau,50 Jahre,4156,50.0
2019,Thurgau,51 Jahre,4520,51.0
2019,Thurgau,52 Jahre,4585,52.0
2019,Thurgau,53 Jahre,4585,53.0
2019,Thurgau,54 Jahre,4620,54.0
2019,Thurgau,55 Jahre,4766,55.0
2019,Thurgau,56 Jahre,4641,56.0
2019,Thurgau,57 Jahre,4516,57.0
2019,Thurgau,58 Jahre,4216,58.0
2019,Thurgau,59 Jahre,4033,59.0
2019,Thurgau,60 Jahre,3969,60.0
2019,Thurgau,61 Jahre,3762,61.0
2019,Thurgau,62 Jahre,3606,62.0
2019,Thurgau,63 Jahre,3581,63.0
2019,Thurgau,64 Jahre,3412,64.0
2019,Thurgau,65 Jahre,3209,65.0
2019,Thurgau,66 Jahre,3076,66.0
2019,Thurgau,67 Jahre,2944,67.0
2019,Thurgau,68 Jahre,2680,68.0
2019,Thurgau,69 Jahre,2816,69.0
2019,Thurgau,70 Jahre,2736,70.0
2019,Thurgau,71 Jahre,2597,71.0
2019,Thurgau,72 Jahre,2525,72.0
2019,Thurgau,73 Jahre,2454,73.0
2019,Thurgau,74 Jahre,2326,74.0
2019,Thurgau,75 Jahre,2195,75.0
2019,Thurgau,76 Jahre,2139,76.0
2019,Thurgau,77 Jahre,1973,77.0
2019,Thurgau,78 Jahre,1748,78.0
2019,Thurgau,79 Jahre,1680,79.0
2019,Thurgau,80 Jahre,1562,80.0
2019,Thurgau,81 Jahre,1371,81.0
2019,Thurgau,82 Jahre,1296,82.0
2019,Thurgau,83 Jahre,1302,83.0
2019,Thurgau,84 Jahre,1214,84.0
2019,Thurgau,85 Jahre,1033,85.0
2019,Thurgau,86 Jahre,923,86.0
2019,Thurgau,87 Jahre,762,87.0
2019,Thurgau,88 Jahre,730,88.0
2019,Thurgau,89 Jahre,631,89.0
2019,Thurgau,90 Jahre,529,90.0
2019,Thurgau,91 Jahre,435,91.0
2019,Thurgau,92 Jahre,330,92.0
2019,Thurgau,93 Jahre,279,93.0
2019,Thurgau,94 Jahre,214,94.0
2019,Thurgau,95 Jahre,159,95.0
2019,Thurgau,96 Jahre,103,96.0
2019,Thurgau,97 Jahre,74,97.0
2019,Thurgau,98 Jahre,41,98.0
2019,Thurgau,99 Jahre und mehr,65,99.0
2019,Thurgau,Ohne Angabe,0,
2019,Ticino,Alter - Total,351491,
2019,Ticino,0 Jahre,2457,0.0
2019,Ticino,1 Jahr,2537,1.0
2019,Ticino,2 Jahre,2781,2.0
2019,Ticino,3 Jahre,2879,3.0
2019,Ticino,4 Jahre,3063,4.0
2019,Ticino,5 Jahre,3048,5.0
2019,Ticino,6 Jahre,3076,6.0
2019,Ticino,7 Jahre,3073,7.0
2019,Ticino,8 Jahre,3262,8.0
2019,Ticino,9 Jahre,3324,9.0
2019,Ticino,10 Jahre,3294,10.0
2019,Ticino,11 Jahre,3466,11.0
2019,Ticino,12 Jahre,3292,12.0
2019,Ticino,13 Jahre,3312,13.0
2019,Ticino,14 Jahre,3325,14.0
2019,Ticino,15 Jahre,3258,15.0
2019,Ticino,16 Jahre,3218,16.0
2019,Ticino,17 Jahre,3435,17.0
2019,Ticino,18 Jahre,3334,18.0
2019,Ticino,19 Jahre,3691,19.0
2019,Ticino,20 Jahre,3613,20.0
2019,Ticino,21 Jahre,3665,21.0
2019,Ticino,22 Jahre,3725,22.0
2019,Ticino,23 Jahre,3734,23.0
2019,Ticino,24 Jahre,3671,24.0
2019,Ticino,25 Jahre,3784,25.0
2019,Ticino,26 Jahre,3671,26.0
2019,Ticino,27 Jahre,3813,27.0
2019,Ticino,28 Jahre,3703,28.0
2019,Ticino,29 Jahre,3816,29.0
2019,Ticino,30 Jahre,3886,30.0
2019,Ticino,31 Jahre,3802,31.0
2019,Ticino,32 Jahre,3781,32.0
2019,Ticino,33 Jahre,3873,33.0
2019,Ticino,34 Jahre,3885,34.0
2019,Ticino,35 Jahre,4006,35.0
2019,Ticino,36 Jahre,4079,36.0
2019,Ticino,37 Jahre,4144,37.0
2019,Ticino,38 Jahre,4203,38.0
2019,Ticino,39 Jahre,4263,39.0
2019,Ticino,40 Jahre,4401,40.0
2019,Ticino,41 Jahre,4453,41.0
2019,Ticino,42 Jahre,4660,42.0
2019,Ticino,43 Jahre,4777,43.0
2019,Ticino,44 Jahre,4933,44.0
2019,Ticino,45 Jahre,5204,45.0
2019,Ticino,46 Jahre,5344,46.0
2019,Ticino,47 Jahre,5412,47.0
2019,Ticino,48 Jahre,5749,48.0
2019,Ticino,49 Jahre,5790,49.0
2019,Ticino,50 Jahre,5944,50.0
2019,Ticino,51 Jahre,5889,51.0
2019,Ticino,52 Jahre,5851,52.0
2019,Ticino,53 Jahre,6133,53.0
2019,Ticino,54 Jahre,6162,54.0
2019,Ticino,55 Jahre,6140,55.0
2019,Ticino,56 Jahre,5770,56.0
2019,Ticino,57 Jahre,5422,57.0
2019,Ticino,58 Jahre,5193,58.0
2019,Ticino,59 Jahre,4974,59.0
2019,Ticino,60 Jahre,4883,60.0
2019,Ticino,61 Jahre,4499,61.0
2019,Ticino,62 Jahre,4437,62.0
2019,Ticino,63 Jahre,4327,63.0
2019,Ticino,64 Jahre,4184,64.0
2019,Ticino,65 Jahre,4051,65.0
2019,Ticino,66 Jahre,3974,66.0
2019,Ticino,67 Jahre,3851,67.0
2019,Ticino,68 Jahre,3880,68.0
2019,Ticino,69 Jahre,3876,69.0
2019,Ticino,70 Jahre,3930,70.0
2019,Ticino,71 Jahre,3933,71.0
2019,Ticino,72 Jahre,3939,72.0
2019,Ticino,73 Jahre,4024,73.0
2019,Ticino,74 Jahre,3680,74.0
2019,Ticino,75 Jahre,3689,75.0
2019,Ticino,76 Jahre,3436,76.0
2019,Ticino,77 Jahre,3255,77.0
2019,Ticino,78 Jahre,3165,78.0
2019,Ticino,79 Jahre,3127,79.0
2019,Ticino,80 Jahre,2872,80.0
2019,Ticino,81 Jahre,2673,81.0
2019,Ticino,82 Jahre,2433,82.0
2019,Ticino,83 Jahre,2251,83.0
2019,Ticino,84 Jahre,2252,84.0
2019,Ticino,85 Jahre,1916,85.0
2019,Ticino,86 Jahre,1770,86.0
2019,Ticino,87 Jahre,1485,87.0
2019,Ticino,88 Jahre,1346,88.0
2019,Ticino,89 Jahre,1190,89.0
2019,Ticino,90 Jahre,995,90.0
2019,Ticino,91 Jahre,839,91.0
2019,Ticino,92 Jahre,703,92.0
2019,Ticino,93 Jahre,572,93.0
2019,Ticino,94 Jahre,451,94.0
2019,Ticino,95 Jahre,345,95.0
2019,Ticino,96 Jahre,276,96.0
2019,Ticino,97 Jahre,187,97.0
