year,canton,age_label,population,age
2011,Schweiz,Alter - Total,7954662,
2011,Schweiz,0 Jahre,78426,0.0
2011,Schweiz,1 Jahr,81663,1.0
2011,Schweiz,2 Jahre,80196,2.0
2011,Schweiz,3 Jahre,79522,3.0
2011,Schweiz,4 Jahre,78288,4.0
2011,Schweiz,5 Jahre,77429,5.0
2011,Schweiz,6 Jahre,77450,6.0
2011,Schweiz,7 Jahre,77458,7.0
2011,Schweiz,8 Jahre,76270,8.0
2011,Schweiz,9 Jahre,77256,9.0
2011,Schweiz,10 Jahre,77650,10.0
2011,Schweiz,11 Jahre,82547,11.0
2011,Schweiz,12 Jahre,82199,12.0
2011,Schweiz,13 Jahre,83428,13.0
2011,Schweiz,14 Jahre,84867,14.0
2011,Schweiz,15 Jahre,87265,15.0
2011,Schweiz,16 Jahre,86936,16.0
2011,Schweiz,17 Jahre,88301,17.0
2011,Schweiz,18 Jahre,90378,18.0
2011,Schweiz,19 Jahre,95014,19.0
2011,Schweiz,20 Jahre,96850,20.0
2011,Schweiz,21 Jahre,97786,21.0
2011,Schweiz,22 Jahre,97770,22.0
2011,Schweiz,23 Jahre,100145,23.0
2011,Schweiz,24 Jahre,99051,24.0
2011,Schweiz,25 Jahre,101829,25.0
2011,Schweiz,26 Jahre,103410,26.0
2011,Schweiz,27 Jahre,106243,27.0
2011,Schweiz,28 Jahre,106538,28.0
2011,Schweiz,29 Jahre,109784,29.0
2011,Schweiz,30 Jahre,110176,30.0
2011,Schweiz,31 Jahre,111458,31.0
2011,Schweiz,32 Jahre,108965,32.0
2011,Schweiz,33 Jahre,107893,33.0
2011,Schweiz,34 Jahre,108326,34.0
2011,Schweiz,35 Jahre,107982,35.0
2011,Schweiz,36 Jahre,107898,36.0
2011,Schweiz,37 Jahre,110965,37.0
2011,Schweiz,38 Jahre,111639,38.0
2011,Schweiz,39 Jahre,115406,39.0
2011,Schweiz,40 Jahre,119642,40.0
2011,Schweiz,41 Jahre,121658,41.0
2011,Schweiz,42 Jahre,125215,42.0
2011,Schweiz,43 Jahre,128544,43.0
2011,Schweiz,44 Jahre,129881,44.0
2011,Schweiz,45 Jahre,133048,45.0
2011,Schweiz,46 Jahre,133821,46.0
2011,Schweiz,47 Jahre,135997,47.0
2011,Schweiz,48 Jahre,132256,48.0
2011,Schweiz,49 Jahre,127385,49.0
2011,Schweiz,50 Jahre,123289,50.0
2011,Schweiz,51 Jahre,120147,51.0
2011,Schweiz,52 Jahre,116703,52.0
2011,Schweiz,53 Jahre,112449,53.0
2011,Schweiz,54 Jahre,109769,54.0
2011,Schweiz,55 Jahre,106680,55.0
2011,Schweiz,56 Jahre,102454,56.0
2011,Schweiz,57 Jahre,99391,57.0
2011,Schweiz,58 Jahre,95934,58.0
2011,Schweiz,59 Jahre,95237,59.0
2011,Schweiz,60 Jahre,91100,60.0
2011,Schweiz,61 Jahre,93158,61.0
2011,Schweiz,62 Jahre,91252,62.0
2011,Schweiz,63 Jahre,91965,63.0
2011,Schweiz,64 Jahre,89878,64.0
2011,Schweiz,65 Jahre,88767,65.0
2011,Schweiz,66 Jahre,84466,66.0
2011,Schweiz,67 Jahre,82815,67.0
2011,Schweiz,68 Jahre,79492,68.0
2011,Schweiz,69 Jahre,75469,69.0
2011,Schweiz,70 Jahre,70109,70.0
2011,Schweiz,71 Jahre,64165,71.0
2011,Schweiz,72 Jahre,62137,72.0
2011,Schweiz,73 Jahre,59563,73.0
2011,Schweiz,74 Jahre,56476,74.0
2011,Schweiz,75 Jahre,55882,75.0
2011,Schweiz,76 Jahre,54492,76.0
2011,Schweiz,77 Jahre,52205,77.0
2011,Schweiz,78 Jahre,49266,78.0
2011,Schweiz,79 Jahre,47562,79.0
2011,Schweiz,80 Jahre,44801,80.0
2011,Schweiz,81 Jahre,43201,81.0
2011,Schweiz,82 Jahre,39678,82.0
2011,Schweiz,83 Jahre,36563,83.0
2011,Schweiz,84 Jahre,33241,84.0
2011,Schweiz,85 Jahre,30858,85.0
2011,Schweiz,86 Jahre,27883,86.0
2011,Schweiz,87 Jahre,24525,87.0
2011,Schweiz,88 Jahre,21432,88.0
2011,Schweiz,89 Jahre,18326,89.0
2011,Schweiz,90 Jahre,15892,90.0
2011,Schweiz,91 Jahre,12673,91.0
2011,Schweiz,92 Jahre,8782,92.0
2011,Schweiz,93 Jahre,6541,93.0
2011,Schweiz,94 Jahre,5170,94.0
2011,Schweiz,95 Jahre,3881,95.0
2011,Schweiz,96 Jahre,2803,96.0
2011,Schweiz,97 Jahre,2219,97.0
2011,Schweiz,98 Jahre,1484,98.0
2011,Schweiz,99 Jahre und mehr,2333,99.0
2011,Schweiz,Ohne Angabe,0,
2011,Zürich,Alter - Total,1392396,
2011,Zürich,0 Jahre,15143,0.0
2011,Zürich,1 Jahr,15339,1.0
2011,Zürich,2 Jahre,14890,2.0
2011,Zürich,3 Jahre,14452,3.0
2011,Zürich,4 Jahre,14031,4.0
2011,Zürich,5 Jahre,13632,5.0
2011,Zürich,6 Jahre,13433,6.0
2011,Zürich,7 Jahre,13287,7.0
2011,Zürich,8 Jahre,12962,8.0
2011,Zürich,9 Jahre,12993,9.0
2011,Zürich,10 Jahre,12623,10.0
2011,Zürich,11 Jahre,13343,11.0
2011,Zürich,12 Jahre,13132,12.0
2011,Zürich,13 Jahre,13230,13.0
2011,Zürich,14 Jahre,13209,14.0
2011,Zürich,15 Jahre,13490,15.0
2011,Zürich,16 Jahre,13352,16.0
2011,Zürich,17 Jahre,13288,17.0
2011,Zürich,18 Jahre,13531,18.0
2011,Zürich,19 Jahre,14069,19.0
2011,Zürich,20 Jahre,14424,20.0
2011,Zürich,21 Jahre,14886,21.0
2011,Zürich,22 Jahre,15373,22.0
2011,Zürich,23 Jahre,16082,23.0
2011,Zürich,24 Jahre,17094,24.0
2011,Zürich,25 Jahre,18270,25.0
2011,Zürich,26 Jahre,19299,26.0
2011,Zürich,27 Jahre,20549,27.0
2011,Zürich,28 Jahre,21085,28.0
2011,Zürich,29 Jahre,22381,29.0
2011,Zürich,30 Jahre,22830,30.0
2011,Zürich,31 Jahre,23673,31.0
2011,Zürich,32 Jahre,23057,32.0
2011,Zürich,33 Jahre,22625,33.0
2011,Zürich,34 Jahre,22259,34.0
2011,Zürich,35 Jahre,22133,35.0
2011,Zürich,36 Jahre,21845,36.0
2011,Zürich,37 Jahre,21883,37.0
2011,Zürich,38 Jahre,21582,38.0
2011,Zürich,39 Jahre,21592,39.0
2011,Zürich,40 Jahre,22521,40.0
2011,Zürich,41 Jahre,22792,41.0
2011,Zürich,42 Jahre,23123,42.0
2011,Zürich,43 Jahre,23406,43.0
2011,Zürich,44 Jahre,23642,44.0
2011,Zürich,45 Jahre,23663,45.0
2011,Zürich,46 Jahre,23562,46.0
2011,Zürich,47 Jahre,23657,47.0
2011,Zürich,48 Jahre,22932,48.0
2011,Zürich,49 Jahre,21783,49.0
2011,Zürich,50 Jahre,20974,50.0
2011,Zürich,51 Jahre,20130,51.0
2011,Zürich,52 Jahre,19371,52.0
2011,Zürich,53 Jahre,18521,53.0
2011,Zürich,54 Jahre,18143,54.0
2011,Zürich,55 Jahre,17698,55.0
2011,Zürich,56 Jahre,16946,56.0
2011,Zürich,57 Jahre,16471,57.0
2011,Zürich,58 Jahre,15803,58.0
2011,Zürich,59 Jahre,16075,59.0
2011,Zürich,60 Jahre,15148,60.0
2011,Zürich,61 Jahre,15468,61.0
2011,Zürich,62 Jahre,14998,62.0
2011,Zürich,63 Jahre,15013,63.0
2011,Zürich,64 Jahre,14897,64.0
2011,Zürich,65 Jahre,14651,65.0
2011,Zürich,66 Jahre,14209,66.0
2011,Zürich,67 Jahre,13971,67.0
2011,Zürich,68 Jahre,13465,68.0
2011,Zürich,69 Jahre,12815,69.0
2011,Zürich,70 Jahre,12090,70.0
2011,Zürich,71 Jahre,10912,71.0
2011,Zürich,72 Jahre,10553,72.0
2011,Zürich,73 Jahre,10102,73.0
2011,Zürich,74 Jahre,9385,74.0
2011,Zürich,75 Jahre,9554,75.0
2011,Zürich,76 Jahre,9226,76.0
2011,Zürich,77 Jahre,8855,77.0
2011,Zürich,78 Jahre,8143,78.0
2011,Zürich,79 Jahre,7819,79.0
2011,Zürich,80 Jahre,7513,80.0
2011,Zürich,81 Jahre,7292,81.0
2011,Zürich,82 Jahre,6738,82.0
2011,Zürich,83 Jahre,6104,83.0
2011,Zürich,84 Jahre,5650,84.0
2011,Zürich,85 Jahre,5199,85.0
2011,Zürich,86 Jahre,4647,86.0
2011,Zürich,87 Jahre,3955,87.0
2011,Zürich,88 Jahre,3492,88.0
2011,Zürich,89 Jahre,3056,89.0
2011,Zürich,90 Jahre,2560,90.0
2011,Zürich,91 Jahre,2090,91.0
2011,Zürich,92 Jahre,1391,92.0
2011,Zürich,93 Jahre,1045,93.0
2011,Zürich,94 Jahre,817,94.0
2011,Zürich,95 Jahre,609,95.0
2011,Zürich,96 Jahre,426,96.0
2011,Zürich,97 Jahre,366,97.0
2011,Zürich,98 Jahre,255,98.0
2011,Zürich,99 Jahre und mehr,353,99.0
2011,Zürich,Ohne Angabe,0,
2011,Bern,Alter - Total,985000,
2011,Bern,0 Jahre,9065,0.0
2011,Bern,1 Jahr,9469,1.0
2011,Bern,2 Jahre,9325,2.0
2011,Bern,3 Jahre,9278,3.0
2011,Bern,4 Jahre,9065,4.0
2011,Bern,5 Jahre,8846,5.0
2011,Bern,6 Jahre,8995,6.0
2011,Bern,7 Jahre,8966,7.0
2011,Bern,8 Jahre,8774,8.0
2011,Bern,9 Jahre,8862,9.0
2011,Bern,10 Jahre,8977,10.0
2011,Bern,11 Jahre,9569,11.0
2011,Bern,12 Jahre,9646,12.0
2011,Bern,13 Jahre,9795,13.0
2011,Bern,14 Jahre,10046,14.0
2011,Bern,15 Jahre,10427,15.0
2011,Bern,16 Jahre,10582,16.0
2011,Bern,17 Jahre,10732,17.0
2011,Bern,18 Jahre,10833,18.0
2011,Bern,19 Jahre,11368,19.0
2011,Bern,20 Jahre,11578,20.0
2011,Bern,21 Jahre,11702,21.0
2011,Bern,22 Jahre,11738,22.0
2011,Bern,23 Jahre,12227,23.0
2011,Bern,24 Jahre,11717,24.0
2011,Bern,25 Jahre,11964,25.0
2011,Bern,26 Jahre,12112,26.0
2011,Bern,27 Jahre,12365,27.0
2011,Bern,28 Jahre,12625,28.0
2011,Bern,29 Jahre,12835,29.0
2011,Bern,30 Jahre,12900,30.0
2011,Bern,31 Jahre,12969,31.0
2011,Bern,32 Jahre,12557,32.0
2011,Bern,33 Jahre,12456,33.0
2011,Bern,34 Jahre,12607,34.0
2011,Bern,35 Jahre,12462,35.0
2011,Bern,36 Jahre,12301,36.0
2011,Bern,37 Jahre,12852,37.0
2011,Bern,38 Jahre,12908,38.0
2011,Bern,39 Jahre,13494,39.0
2011,Bern,40 Jahre,14118,40.0
2011,Bern,41 Jahre,14544,41.0
2011,Bern,42 Jahre,15044,42.0
2011,Bern,43 Jahre,15510,43.0
2011,Bern,44 Jahre,15618,44.0
2011,Bern,45 Jahre,15765,45.0
2011,Bern,46 Jahre,15938,46.0
2011,Bern,47 Jahre,16220,47.0
2011,Bern,48 Jahre,16203,48.0
2011,Bern,49 Jahre,15611,49.0
2011,Bern,50 Jahre,15384,50.0
2011,Bern,51 Jahre,14955,51.0
2011,Bern,52 Jahre,14656,52.0
2011,Bern,53 Jahre,14379,53.0
2011,Bern,54 Jahre,13934,54.0
2011,Bern,55 Jahre,13939,55.0
2011,Bern,56 Jahre,13335,56.0
2011,Bern,57 Jahre,12939,57.0
2011,Bern,58 Jahre,12785,58.0
2011,Bern,59 Jahre,12553,59.0
2011,Bern,60 Jahre,12148,60.0
2011,Bern,61 Jahre,12566,61.0
2011,Bern,62 Jahre,12310,62.0
2011,Bern,63 Jahre,12623,63.0
2011,Bern,64 Jahre,12362,64.0
2011,Bern,65 Jahre,12303,65.0
2011,Bern,66 Jahre,11577,66.0
2011,Bern,67 Jahre,11314,67.0
2011,Bern,68 Jahre,10613,68.0
2011,Bern,69 Jahre,10294,69.0
2011,Bern,70 Jahre,9301,70.0
2011,Bern,71 Jahre,8264,71.0
2011,Bern,72 Jahre,8174,72.0
2011,Bern,73 Jahre,7834,73.0
2011,Bern,74 Jahre,7590,74.0
2011,Bern,75 Jahre,7607,75.0
2011,Bern,76 Jahre,7307,76.0
2011,Bern,77 Jahre,7137,77.0
2011,Bern,78 Jahre,6927,78.0
2011,Bern,79 Jahre,6670,79.0
2011,Bern,80 Jahre,6349,80.0
2011,Bern,81 Jahre,5973,81.0
2011,Bern,82 Jahre,5622,82.0
2011,Bern,83 Jahre,5275,83.0
2011,Bern,84 Jahre,4863,84.0
2011,Bern,85 Jahre,4584,85.0
2011,Bern,86 Jahre,4071,86.0
2011,Bern,87 Jahre,3579,87.0
2011,Bern,88 Jahre,3211,88.0
2011,Bern,89 Jahre,2707,89.0
2011,Bern,90 Jahre,2408,90.0
2011,Bern,91 Jahre,1937,91.0
2011,Bern,92 Jahre,1343,92.0
2011,Bern,93 Jahre,1027,93.0
2011,Bern,94 Jahre,807,94.0
2011,Bern,95 Jahre,607,95.0
2011,Bern,96 Jahre,433,96.0
2011,Bern,97 Jahre,329,97.0
2011,Bern,98 Jahre,218,98.0
2011,Bern,99 Jahre und mehr,317,99.0
2011,Bern,Ohne Angabe,0,
2011,Luzern,Alter - Total,381966,
2011,Luzern,0 Jahre,3936,0.0
2011,Luzern,1 Jahr,4027,1.0
2011,Luzern,2 Jahre,3954,2.0
2011,Luzern,3 Jahre,3963,3.0
2011,Luzern,4 Jahre,3863,4.0
2011,Luzern,5 Jahre,3862,5.0
2011,Luzern,6 Jahre,3695,6.0
2011,Luzern,7 Jahre,3737,7.0
2011,Luzern,8 Jahre,3612,8.0
2011,Luzern,9 Jahre,3778,9.0
2011,Luzern,10 Jahre,3687,10.0
2011,Luzern,11 Jahre,3969,11.0
2011,Luzern,12 Jahre,4234,12.0
2011,Luzern,13 Jahre,4161,13.0
2011,Luzern,14 Jahre,4383,14.0
2011,Luzern,15 Jahre,4617,15.0
2011,Luzern,16 Jahre,4540,16.0
2011,Luzern,17 Jahre,4524,17.0
2011,Luzern,18 Jahre,4724,18.0
2011,Luzern,19 Jahre,4957,19.0
2011,Luzern,20 Jahre,5045,20.0
2011,Luzern,21 Jahre,5292,21.0
2011,Luzern,22 Jahre,5163,22.0
2011,Luzern,23 Jahre,5388,23.0
2011,Luzern,24 Jahre,5318,24.0
2011,Luzern,25 Jahre,5394,25.0
2011,Luzern,26 Jahre,5361,26.0
2011,Luzern,27 Jahre,5527,27.0
2011,Luzern,28 Jahre,5389,28.0
2011,Luzern,29 Jahre,5582,29.0
2011,Luzern,30 Jahre,5226,30.0
2011,Luzern,31 Jahre,5329,31.0
2011,Luzern,32 Jahre,5084,32.0
2011,Luzern,33 Jahre,5126,33.0
2011,Luzern,34 Jahre,5117,34.0
2011,Luzern,35 Jahre,4976,35.0
2011,Luzern,36 Jahre,5030,36.0
2011,Luzern,37 Jahre,4900,37.0
2011,Luzern,38 Jahre,5046,38.0
2011,Luzern,39 Jahre,5431,39.0
2011,Luzern,40 Jahre,5590,40.0
2011,Luzern,41 Jahre,5644,41.0
2011,Luzern,42 Jahre,6009,42.0
2011,Luzern,43 Jahre,6093,43.0
2011,Luzern,44 Jahre,6194,44.0
2011,Luzern,45 Jahre,6325,45.0
2011,Luzern,46 Jahre,6355,46.0
2011,Luzern,47 Jahre,6642,47.0
2011,Luzern,48 Jahre,6424,48.0
2011,Luzern,49 Jahre,6118,49.0
2011,Luzern,50 Jahre,5948,50.0
2011,Luzern,51 Jahre,5801,51.0
2011,Luzern,52 Jahre,5567,52.0
2011,Luzern,53 Jahre,5405,53.0
2011,Luzern,54 Jahre,5328,54.0
2011,Luzern,55 Jahre,5034,55.0
2011,Luzern,56 Jahre,4829,56.0
2011,Luzern,57 Jahre,4663,57.0
2011,Luzern,58 Jahre,4352,58.0
2011,Luzern,59 Jahre,4417,59.0
2011,Luzern,60 Jahre,4101,60.0
2011,Luzern,61 Jahre,4236,61.0
2011,Luzern,62 Jahre,4162,62.0
2011,Luzern,63 Jahre,4108,63.0
2011,Luzern,64 Jahre,3805,64.0
2011,Luzern,65 Jahre,3794,65.0
2011,Luzern,66 Jahre,3667,66.0
2011,Luzern,67 Jahre,3612,67.0
2011,Luzern,68 Jahre,3463,68.0
2011,Luzern,69 Jahre,3214,69.0
2011,Luzern,70 Jahre,3135,70.0
2011,Luzern,71 Jahre,3028,71.0
2011,Luzern,72 Jahre,2856,72.0
2011,Luzern,73 Jahre,2769,73.0
2011,Luzern,74 Jahre,2683,74.0
2011,Luzern,75 Jahre,2694,75.0
2011,Luzern,76 Jahre,2644,76.0
2011,Luzern,77 Jahre,2443,77.0
2011,Luzern,78 Jahre,2470,78.0
2011,Luzern,79 Jahre,2275,79.0
2011,Luzern,80 Jahre,2123,80.0
2011,Luzern,81 Jahre,2003,81.0
2011,Luzern,82 Jahre,1848,82.0
2011,Luzern,83 Jahre,1680,83.0
2011,Luzern,84 Jahre,1526,84.0
2011,Luzern,85 Jahre,1380,85.0
2011,Luzern,86 Jahre,1201,86.0
2011,Luzern,87 Jahre,1053,87.0
2011,Luzern,88 Jahre,903,88.0
2011,Luzern,89 Jahre,786,89.0
2011,Luzern,90 Jahre,691,90.0
2011,Luzern,91 Jahre,523,91.0
2011,Luzern,92 Jahre,367,92.0
2011,Luzern,93 Jahre,299,93.0
2011,Luzern,94 Jahre,236,94.0
2011,Luzern,95 Jahre,156,95.0
2011,Luzern,96 Jahre,120,96.0
2011,Luzern,97 Jahre,90,97.0
2011,Luzern,98 Jahre,49,98.0
2011,Luzern,99 Jahre und mehr,88,99.0
2011,Luzern,Ohne Angabe,0,
2011,Uri,Alter - Total,35382,
2011,Uri,0 Jahre,317,0.0
2011,Uri,1 Jahr,358,1.0
2011,Uri,2 Jahre,354,2.0
2011,Uri,3 Jahre,346,3.0
2011,Uri,4 Jahre,336,4.0
2011,Uri,5 Jahre,352,5.0
2011,Uri,6 Jahre,345,6.0
2011,Uri,7 Jahre,358,7.0
2011,Uri,8 Jahre,344,8.0
2011,Uri,9 Jahre,368,9.0
2011,Uri,10 Jahre,357,10.0
2011,Uri,11 Jahre,403,11.0
2011,Uri,12 Jahre,391,12.0
2011,Uri,13 Jahre,417,13.0
2011,Uri,14 Jahre,397,14.0
2011,Uri,15 Jahre,419,15.0
2011,Uri,16 Jahre,415,16.0
2011,Uri,17 Jahre,418,17.0
2011,Uri,18 Jahre,426,18.0
2011,Uri,19 Jahre,458,19.0
2011,Uri,20 Jahre,442,20.0
2011,Uri,21 Jahre,478,21.0
2011,Uri,22 Jahre,455,22.0
2011,Uri,23 Jahre,430,23.0
2011,Uri,24 Jahre,466,24.0
2011,Uri,25 Jahre,476,25.0
2011,Uri,26 Jahre,436,26.0
2011,Uri,27 Jahre,448,27.0
2011,Uri,28 Jahre,395,28.0
2011,Uri,29 Jahre,437,29.0
2011,Uri,30 Jahre,406,30.0
2011,Uri,31 Jahre,438,31.0
2011,Uri,32 Jahre,425,32.0
2011,Uri,33 Jahre,409,33.0
2011,Uri,34 Jahre,422,34.0
2011,Uri,35 Jahre,415,35.0
2011,Uri,36 Jahre,422,36.0
2011,Uri,37 Jahre,465,37.0
2011,Uri,38 Jahre,473,38.0
2011,Uri,39 Jahre,475,39.0
2011,Uri,40 Jahre,475,40.0
2011,Uri,41 Jahre,525,41.0
2011,Uri,42 Jahre,530,42.0
2011,Uri,43 Jahre,539,43.0
2011,Uri,44 Jahre,517,44.0
2011,Uri,45 Jahre,574,45.0
2011,Uri,46 Jahre,562,46.0
2011,Uri,47 Jahre,579,47.0
2011,Uri,48 Jahre,522,48.0
2011,Uri,49 Jahre,552,49.0
2011,Uri,50 Jahre,500,50.0
2011,Uri,51 Jahre,530,51.0
2011,Uri,52 Jahre,539,52.0
2011,Uri,53 Jahre,528,53.0
2011,Uri,54 Jahre,478,54.0
2011,Uri,55 Jahre,526,55.0
2011,Uri,56 Jahre,460,56.0
2011,Uri,57 Jahre,477,57.0
2011,Uri,58 Jahre,446,58.0
2011,Uri,59 Jahre,479,59.0
2011,Uri,60 Jahre,448,60.0
2011,Uri,61 Jahre,430,61.0
2011,Uri,62 Jahre,415,62.0
2011,Uri,63 Jahre,423,63.0
2011,Uri,64 Jahre,399,64.0
2011,Uri,65 Jahre,396,65.0
2011,Uri,66 Jahre,414,66.0
2011,Uri,67 Jahre,391,67.0
2011,Uri,68 Jahre,363,68.0
2011,Uri,69 Jahre,368,69.0
2011,Uri,70 Jahre,313,70.0
2011,Uri,71 Jahre,317,71.0
2011,Uri,72 Jahre,264,72.0
2011,Uri,73 Jahre,305,73.0
2011,Uri,74 Jahre,258,74.0
2011,Uri,75 Jahre,231,75.0
2011,Uri,76 Jahre,276,76.0
2011,Uri,77 Jahre,226,77.0
2011,Uri,78 Jahre,242,78.0
2011,Uri,79 Jahre,248,79.0
2011,Uri,80 Jahre,209,80.0
2011,Uri,81 Jahre,208,81.0
2011,Uri,82 Jahre,188,82.0
2011,Uri,83 Jahre,168,83.0
2011,Uri,84 Jahre,160,84.0
2011,Uri,85 Jahre,178,85.0
2011,Uri,86 Jahre,141,86.0
2011,Uri,87 Jahre,141,87.0
2011,Uri,88 Jahre,128,88.0
2011,Uri,89 Jahre,93,89.0
2011,Uri,90 Jahre,95,90.0
2011,Uri,91 Jahre,53,91.0
2011,Uri,92 Jahre,50,92.0
2011,Uri,93 Jahre,35,93.0
2011,Uri,94 Jahre,27,94.0
2011,Uri,95 Jahre,18,95.0
2011,Uri,96 Jahre,11,96.0
2011,Uri,97 Jahre,5,97.0
2011,Uri,98 Jahre,8,98.0
2011,Uri,99 Jahre und mehr,9,99.0
2011,Uri,Ohne Angabe,0,
2011,Schwyz,Alter - Total,147904,
2011,Schwyz,0 Jahre,1409,0.0
2011,Schwyz,1 Jahr,1493,1.0
2011,Schwyz,2 Jahre,1475,2.0
2011,Schwyz,3 Jahre,1547,3.0
2011,Schwyz,4 Jahre,1450,4.0
2011,Schwyz,5 Jahre,1460,5.0
2011,Schwyz,6 Jahre,1481,6.0
2011,Schwyz,7 Jahre,1445,7.0
2011,Schwyz,8 Jahre,1450,8.0
2011,Schwyz,9 Jahre,1460,9.0
2011,Schwyz,10 Jahre,1419,10.0
2011,Schwyz,11 Jahre,1622,11.0
2011,Schwyz,12 Jahre,1607,12.0
2011,Schwyz,13 Jahre,1590,13.0
2011,Schwyz,14 Jahre,1686,14.0
2011,Schwyz,15 Jahre,1687,15.0
2011,Schwyz,16 Jahre,1742,16.0
2011,Schwyz,17 Jahre,1733,17.0
2011,Schwyz,18 Jahre,1752,18.0
2011,Schwyz,19 Jahre,1779,19.0
2011,Schwyz,20 Jahre,1807,20.0
2011,Schwyz,21 Jahre,1776,21.0
2011,Schwyz,22 Jahre,1743,22.0
2011,Schwyz,23 Jahre,1763,23.0
2011,Schwyz,24 Jahre,1761,24.0
2011,Schwyz,25 Jahre,1852,25.0
2011,Schwyz,26 Jahre,1888,26.0
2011,Schwyz,27 Jahre,1810,27.0
2011,Schwyz,28 Jahre,1812,28.0
2011,Schwyz,29 Jahre,1917,29.0
2011,Schwyz,30 Jahre,1883,30.0
2011,Schwyz,31 Jahre,1905,31.0
2011,Schwyz,32 Jahre,2008,32.0
2011,Schwyz,33 Jahre,1945,33.0
2011,Schwyz,34 Jahre,1940,34.0
2011,Schwyz,35 Jahre,1949,35.0
2011,Schwyz,36 Jahre,1974,36.0
2011,Schwyz,37 Jahre,2071,37.0
2011,Schwyz,38 Jahre,2133,38.0
2011,Schwyz,39 Jahre,2260,39.0
2011,Schwyz,40 Jahre,2352,40.0
2011,Schwyz,41 Jahre,2360,41.0
2011,Schwyz,42 Jahre,2516,42.0
2011,Schwyz,43 Jahre,2457,43.0
2011,Schwyz,44 Jahre,2724,44.0
2011,Schwyz,45 Jahre,2687,45.0
2011,Schwyz,46 Jahre,2768,46.0
2011,Schwyz,47 Jahre,2775,47.0
2011,Schwyz,48 Jahre,2629,48.0
2011,Schwyz,49 Jahre,2605,49.0
2011,Schwyz,50 Jahre,2487,50.0
2011,Schwyz,51 Jahre,2375,51.0
2011,Schwyz,52 Jahre,2311,52.0
2011,Schwyz,53 Jahre,2292,53.0
2011,Schwyz,54 Jahre,2226,54.0
2011,Schwyz,55 Jahre,1996,55.0
2011,Schwyz,56 Jahre,1964,56.0
2011,Schwyz,57 Jahre,1934,57.0
2011,Schwyz,58 Jahre,1891,58.0
2011,Schwyz,59 Jahre,1751,59.0
2011,Schwyz,60 Jahre,1730,60.0
2011,Schwyz,61 Jahre,1801,61.0
2011,Schwyz,62 Jahre,1722,62.0
2011,Schwyz,63 Jahre,1708,63.0
2011,Schwyz,64 Jahre,1600,64.0
2011,Schwyz,65 Jahre,1598,65.0
2011,Schwyz,66 Jahre,1491,66.0
2011,Schwyz,67 Jahre,1413,67.0
2011,Schwyz,68 Jahre,1428,68.0
2011,Schwyz,69 Jahre,1241,69.0
2011,Schwyz,70 Jahre,1250,70.0
2011,Schwyz,71 Jahre,1092,71.0
2011,Schwyz,72 Jahre,1036,72.0
2011,Schwyz,73 Jahre,1002,73.0
2011,Schwyz,74 Jahre,956,74.0
2011,Schwyz,75 Jahre,961,75.0
2011,Schwyz,76 Jahre,924,76.0
2011,Schwyz,77 Jahre,924,77.0
2011,Schwyz,78 Jahre,852,78.0
2011,Schwyz,79 Jahre,833,79.0
2011,Schwyz,80 Jahre,730,80.0
2011,Schwyz,81 Jahre,707,81.0
2011,Schwyz,82 Jahre,622,82.0
2011,Schwyz,83 Jahre,585,83.0
2011,Schwyz,84 Jahre,503,84.0
2011,Schwyz,85 Jahre,433,85.0
2011,Schwyz,86 Jahre,403,86.0
2011,Schwyz,87 Jahre,387,87.0
2011,Schwyz,88 Jahre,276,88.0
2011,Schwyz,89 Jahre,273,89.0
2011,Schwyz,90 Jahre,214,90.0
2011,Schwyz,91 Jahre,191,91.0
2011,Schwyz,92 Jahre,124,92.0
2011,Schwyz,93 Jahre,80,93.0
2011,Schwyz,94 Jahre,60,94.0
2011,Schwyz,95 Jahre,47,95.0
2011,Schwyz,96 Jahre,39,96.0
2011,Schwyz,97 Jahre,30,97.0
2011,Schwyz,98 Jahre,13,98.0
2011,Schwyz,99 Jahre und mehr,41,99.0
2011,Schwyz,Ohne Angabe,0,
2011,Obwalden,Alter - Total,35885,
2011,Obwalden,0 Jahre,377,0.0
2011,Obwalden,1 Jahr,364,1.0
2011,Obwalden,2 Jahre,390,2.0
2011,Obwalden,3 Jahre,370,3.0
2011,Obwalden,4 Jahre,389,4.0
2011,Obwalden,5 Jahre,360,5.0
2011,Obwalden,6 Jahre,333,6.0
2011,Obwalden,7 Jahre,375,7.0
2011,Obwalden,8 Jahre,334,8.0
2011,Obwalden,9 Jahre,340,9.0
2011,Obwalden,10 Jahre,345,10.0
2011,Obwalden,11 Jahre,407,11.0
2011,Obwalden,12 Jahre,408,12.0
2011,Obwalden,13 Jahre,418,13.0
2011,Obwalden,14 Jahre,409,14.0
2011,Obwalden,15 Jahre,415,15.0
2011,Obwalden,16 Jahre,441,16.0
2011,Obwalden,17 Jahre,409,17.0
2011,Obwalden,18 Jahre,452,18.0
2011,Obwalden,19 Jahre,468,19.0
2011,Obwalden,20 Jahre,500,20.0
2011,Obwalden,21 Jahre,462,21.0
2011,Obwalden,22 Jahre,512,22.0
2011,Obwalden,23 Jahre,466,23.0
2011,Obwalden,24 Jahre,474,24.0
2011,Obwalden,25 Jahre,453,25.0
2011,Obwalden,26 Jahre,487,26.0
2011,Obwalden,27 Jahre,434,27.0
2011,Obwalden,28 Jahre,432,28.0
